# TF -> transcription-unit attribution, derived from EcoCyc 30.0
# regulation.dat (Transcription-Factor-Binding) + dnabindsites.dat + transunits.dat.
# Regenerate: scripts/build_tf_tu_reattribution.py
# A TF listed here acts on THIS transcription unit; the model's cistron-content
# rule must not place it on a sibling TU of the same operon that is absent here.
tf_id	ecocyc_regulator	transcription_unit	gene
FNR-4FE-4S-CPLX	CPLX0-7797	TU00125	G7627
FNR-4FE-4S-CPLX	CPLX0-7797	TU00152	EG10285
FNR-4FE-4S-CPLX	CPLX0-7797	TU00156	EG10643
FNR-4FE-4S-CPLX	CPLX0-7797	TU00156	EG10646
FNR-4FE-4S-CPLX	CPLX0-7797	TU00157	EG11227
FNR-4FE-4S-CPLX	CPLX0-7797	TU00157	EG11228
FNR-4FE-4S-CPLX	CPLX0-7797	TU00157	EG11229
FNR-4FE-4S-CPLX	CPLX0-7797	TU00158	EG10649
FNR-4FE-4S-CPLX	CPLX0-7797	TU00159	EG10357
FNR-4FE-4S-CPLX	CPLX0-7797	TU00160	EG10095
FNR-4FE-4S-CPLX	CPLX0-7797	TU00170	EG10371
FNR-4FE-4S-CPLX	CPLX0-7797	TU00170	EG11442
FNR-4FE-4S-CPLX	CPLX0-7797	TU00170	EG11810
FNR-4FE-4S-CPLX	CPLX0-7797	TU00182	EG10403
FNR-4FE-4S-CPLX	CPLX0-7797	TU00182	EG10404
FNR-4FE-4S-CPLX	CPLX0-7797	TU00182	EG11514
FNR-4FE-4S-CPLX	CPLX0-7797	TU00199	EG11781
FNR-4FE-4S-CPLX	CPLX0-7797	TU00199	EG11945
FNR-4FE-4S-CPLX	CPLX0-7797	TU00199	EG11946
FNR-4FE-4S-CPLX	CPLX0-7797	TU00199	EG11947
FNR-4FE-4S-CPLX	CPLX0-7797	TU00199	EG11948
FNR-4FE-4S-CPLX	CPLX0-7797	TU00199	EG11949
FNR-4FE-4S-CPLX	CPLX0-7797	TU00199	EG11950
FNR-4FE-4S-CPLX	CPLX0-7797	TU00202	EG10734
FNR-4FE-4S-CPLX	CPLX0-7797	TU00202	EG10735
FNR-4FE-4S-CPLX	CPLX0-7797	TU00202	EG10782
FNR-4FE-4S-CPLX	CPLX0-7797	TU00202	EG10783
FNR-4FE-4S-CPLX	CPLX0-7797	TU00202	EG10784
FNR-4FE-4S-CPLX	CPLX0-7797	TU00209	EG11221
FNR-4FE-4S-CPLX	CPLX0-7797	TU00211	EG10958
FNR-4FE-4S-CPLX	CPLX0-7797	TU00216	EG10399
FNR-4FE-4S-CPLX	CPLX0-7797	TU00216	EG10401
FNR-4FE-4S-CPLX	CPLX0-7797	TU00234	ACRFT1
FNR-4FE-4S-CPLX	CPLX0-7797	TU00234	EG10266
FNR-4FE-4S-CPLX	CPLX0-7797	TU00234	EG10267
FNR-4FE-4S-CPLX	CPLX0-7797	TU00247	EG11557
FNR-4FE-4S-CPLX	CPLX0-7797	TU00247	EG11558
FNR-4FE-4S-CPLX	CPLX0-7797	TU00247	EG11559
FNR-4FE-4S-CPLX	CPLX0-7797	TU00247	EG11560
FNR-4FE-4S-CPLX	CPLX0-7797	TU00247	EG11561
FNR-4FE-4S-CPLX	CPLX0-7797	TU00247	EG12608
FNR-4FE-4S-CPLX	CPLX0-7797	TU00254	EG10012
FNR-4FE-4S-CPLX	CPLX0-7797	TU00254	EG11405
FNR-4FE-4S-CPLX	CPLX0-7797	TU00262	EG10248
FNR-4FE-4S-CPLX	CPLX0-7797	TU00262	EG12625
FNR-4FE-4S-CPLX	CPLX0-7797	TU00262	EG12626
FNR-4FE-4S-CPLX	CPLX0-7797	TU00262	EG12627
FNR-4FE-4S-CPLX	CPLX0-7797	TU00262	EG12628
FNR-4FE-4S-CPLX	CPLX0-7797	TU00269	EG12101
FNR-4FE-4S-CPLX	CPLX0-7797	TU00269	EG12102
FNR-4FE-4S-CPLX	CPLX0-7797	TU00269	EG12933
FNR-4FE-4S-CPLX	CPLX0-7797	TU00270	EG10264
FNR-4FE-4S-CPLX	CPLX0-7797	TU00270	EG10297
FNR-4FE-4S-CPLX	CPLX0-7797	TU00270	EG10299
FNR-4FE-4S-CPLX	CPLX0-7797	TU00270	G0-10437
FNR-4FE-4S-CPLX	CPLX0-7797	TU00300	EG11595
FNR-4FE-4S-CPLX	CPLX0-7797	TU00300	EG11596
FNR-4FE-4S-CPLX	CPLX0-7797	TU00300	EG11597
FNR-4FE-4S-CPLX	CPLX0-7797	TU00300	EG11598
FNR-4FE-4S-CPLX	CPLX0-7797	TU00300	EG11666
FNR-4FE-4S-CPLX	CPLX0-7797	TU00302	EG10153
FNR-4FE-4S-CPLX	CPLX0-7797	TU00302	EG10154
FNR-4FE-4S-CPLX	CPLX0-7797	TU00305	EG12052
FNR-4FE-4S-CPLX	CPLX0-7797	TU00305	EG12053
FNR-4FE-4S-CPLX	CPLX0-7797	TU00305	EG12054
FNR-4FE-4S-CPLX	CPLX0-7797	TU00305	EG12055
FNR-4FE-4S-CPLX	CPLX0-7797	TU00305	EG12057
FNR-4FE-4S-CPLX	CPLX0-7797	TU00305	EG12058
FNR-4FE-4S-CPLX	CPLX0-7797	TU00305	EG12059
FNR-4FE-4S-CPLX	CPLX0-7797	TU00305	EG12060
FNR-4FE-4S-CPLX	CPLX0-7797	TU00305	EG12061
FNR-4FE-4S-CPLX	CPLX0-7797	TU00305	EG12062
FNR-4FE-4S-CPLX	CPLX0-7797	TU00305	EG12064
FNR-4FE-4S-CPLX	CPLX0-7797	TU00305	EG12067
FNR-4FE-4S-CPLX	CPLX0-7797	TU00305	EG12068
FNR-4FE-4S-CPLX	CPLX0-7797	TU00305	EG12143
FNR-4FE-4S-CPLX	CPLX0-7797	TU00305	EG12169
FNR-4FE-4S-CPLX	CPLX0-7797	TU00308	EG11519
FNR-4FE-4S-CPLX	CPLX0-7797	TU00308	EG12075
FNR-4FE-4S-CPLX	CPLX0-7797	TU00308	EG12076
FNR-4FE-4S-CPLX	CPLX0-7797	TU00308	EG12077
FNR-4FE-4S-CPLX	CPLX0-7797	TU00308	EG12078
FNR-4FE-4S-CPLX	CPLX0-7797	TU00308	EG12079
FNR-4FE-4S-CPLX	CPLX0-7797	TU00310	EG11773
FNR-4FE-4S-CPLX	CPLX0-7797	TU00310	EG11774
FNR-4FE-4S-CPLX	CPLX0-7797	TU00310	EG12082
FNR-4FE-4S-CPLX	CPLX0-7797	TU00310	EG12083
FNR-4FE-4S-CPLX	CPLX0-7797	TU00310	EG12084
FNR-4FE-4S-CPLX	CPLX0-7797	TU00310	EG12086
FNR-4FE-4S-CPLX	CPLX0-7797	TU00310	EG12087
FNR-4FE-4S-CPLX	CPLX0-7797	TU00310	EG12088
FNR-4FE-4S-CPLX	CPLX0-7797	TU00310	EG12089
FNR-4FE-4S-CPLX	CPLX0-7797	TU00310	EG12090
FNR-4FE-4S-CPLX	CPLX0-7797	TU00310	EG12091
FNR-4FE-4S-CPLX	CPLX0-7797	TU00310	EG12092
FNR-4FE-4S-CPLX	CPLX0-7797	TU00310	EG12093
FNR-4FE-4S-CPLX	CPLX0-7797	TU00336	EG10874
FNR-4FE-4S-CPLX	CPLX0-7797	TU00336	EG10908
FNR-4FE-4S-CPLX	CPLX0-7797	TU00347	EG10865
FNR-4FE-4S-CPLX	CPLX0-7797	TU00347	EG10866
FNR-4FE-4S-CPLX	CPLX0-7797	TU00347	EG10867
FNR-4FE-4S-CPLX	CPLX0-7797	TU00347	EG10877
FNR-4FE-4S-CPLX	CPLX0-7797	TU00347	EG10882
FNR-4FE-4S-CPLX	CPLX0-7797	TU00347	EG10883
FNR-4FE-4S-CPLX	CPLX0-7797	TU00347	EG10887
FNR-4FE-4S-CPLX	CPLX0-7797	TU00347	EG10902
FNR-4FE-4S-CPLX	CPLX0-7797	TU00347	EG10909
FNR-4FE-4S-CPLX	CPLX0-7797	TU00347	EG10916
FNR-4FE-4S-CPLX	CPLX0-7797	TU00347	EG10918
FNR-4FE-4S-CPLX	CPLX0-7797	TU00351	EG10880
FNR-4FE-4S-CPLX	CPLX0-7797	TU00351	EG10915
FNR-4FE-4S-CPLX	CPLX0-7797	TU00351	EG11023
FNR-4FE-4S-CPLX	CPLX0-7797	TU00351	EG11153
FNR-4FE-4S-CPLX	CPLX0-7797	TU00369	EG11369
FNR-4FE-4S-CPLX	CPLX0-7797	TU00369	EG11370
FNR-4FE-4S-CPLX	CPLX0-7797	TU00377	EG10701
FNR-4FE-4S-CPLX	CPLX0-7797	TU00377	EG11258
FNR-4FE-4S-CPLX	CPLX0-7797	TU00379	EG10701
FNR-4FE-4S-CPLX	CPLX0-7797	TU00379	EG11258
FNR-4FE-4S-CPLX	CPLX0-7797	TU00385	EG10027
FNR-4FE-4S-CPLX	CPLX0-7797	TU00424	EG10484
FNR-4FE-4S-CPLX	CPLX0-7797	TU00424	EG10485
FNR-4FE-4S-CPLX	CPLX0-7797	TU00424	EG10486
FNR-4FE-4S-CPLX	CPLX0-7797	TU00424	EG10487
FNR-4FE-4S-CPLX	CPLX0-7797	TU00439	EG11332
FNR-4FE-4S-CPLX	CPLX0-7797	TU00439	EG12129
FNR-4FE-4S-CPLX	CPLX0-7797	TU00456	EG10957
FNR-4FE-4S-CPLX	CPLX0-7797	TU00468	EG10006
FNR-4FE-4S-CPLX	CPLX0-7797	TU00468	EG10357
FNR-4FE-4S-CPLX	CPLX0-7797	TU00522	EG10024
FNR-4FE-4S-CPLX	CPLX0-7797	TU00522	EG10025
FNR-4FE-4S-CPLX	CPLX0-7797	TU00522	EG10543
FNR-4FE-4S-CPLX	CPLX0-7797	TU00522	EG11088
FNR-4FE-4S-CPLX	CPLX0-7797	TU00523	EG10543
FNR-4FE-4S-CPLX	CPLX0-7797	TU00524	EG10931
FNR-4FE-4S-CPLX	CPLX0-7797	TU00524	EG10932
FNR-4FE-4S-CPLX	CPLX0-7797	TU00524	EG10933
FNR-4FE-4S-CPLX	CPLX0-7797	TU00524	EG10934
FNR-4FE-4S-CPLX	CPLX0-7797	TU00524	EG10979
FNR-4FE-4S-CPLX	CPLX0-7797	TU00524	EG10980
FNR-4FE-4S-CPLX	CPLX0-7797	TU00524	EG10981
FNR-4FE-4S-CPLX	CPLX0-7797	TU00524	EG10982
FNR-4FE-4S-CPLX	CPLX0-7797	TU00524	G0-17009
FNR-4FE-4S-CPLX	CPLX0-7797	TU00524	G6388
FNR-4FE-4S-CPLX	CPLX0-7797	TU102	EG10035
FNR-4FE-4S-CPLX	CPLX0-7797	TU141	G6088
FNR-4FE-4S-CPLX	CPLX0-7797	TU142	EG11562
FNR-4FE-4S-CPLX	CPLX0-7797	TU142	EG11563
FNR-4FE-4S-CPLX	CPLX0-7797	TU142	EG11564
FNR-4FE-4S-CPLX	CPLX0-7797	TU142	EG11565
FNR-4FE-4S-CPLX	CPLX0-7797	TU344	ARCAT1
FNR-4FE-4S-CPLX	CPLX0-7797	TU344	EG10061
FNR-4FE-4S-CPLX	CPLX0-7797	TU346	ARCAT1
FNR-4FE-4S-CPLX	CPLX0-7797	TU346	EG10061
FNR-4FE-4S-CPLX	CPLX0-7797	TU358	EG10173
FNR-4FE-4S-CPLX	CPLX0-7797	TU358	EG10174
FNR-4FE-4S-CPLX	CPLX0-7797	TU482	EG10016
FNR-4FE-4S-CPLX	CPLX0-7797	TU482	EG11175
FNR-4FE-4S-CPLX	CPLX0-7797	TU482	EG11176
FNR-4FE-4S-CPLX	CPLX0-7797	TU482	EG12760
FNR-4FE-4S-CPLX	CPLX0-7797	TU482	EG30069
FNR-4FE-4S-CPLX	CPLX0-7797	TU544	G6660
FNR-4FE-4S-CPLX	CPLX0-7797	TU546	EG10031
FNR-4FE-4S-CPLX	CPLX0-7797	TU581	G6619
FNR-4FE-4S-CPLX	CPLX0-7797	TU586	EG12243
FNR-4FE-4S-CPLX	CPLX0-7797	TU586	EG50009
FNR-4FE-4S-CPLX	CPLX0-7797	TU587	EG11821
FNR-4FE-4S-CPLX	CPLX0-7797	TU587	EG12191
FNR-4FE-4S-CPLX	CPLX0-7797	TU65	G7072
FNR-4FE-4S-CPLX	CPLX0-7797	TU681	EG10456
FNR-4FE-4S-CPLX	CPLX0-7797	TU686	EG11150
FNR-4FE-4S-CPLX	CPLX0-7797	TU686	EG11282
FNR-4FE-4S-CPLX	CPLX0-7797	TU686	G7300
FNR-4FE-4S-CPLX	CPLX0-7797	TU686	G7301
FNR-4FE-4S-CPLX	CPLX0-7797	TU686	G7302
FNR-4FE-4S-CPLX	CPLX0-7797	TU686	G7303
FNR-4FE-4S-CPLX	CPLX0-7797	TU686	G7304
FNR-4FE-4S-CPLX	CPLX0-7797	TU686	G7305
FNR-4FE-4S-CPLX	CPLX0-7797	TU686	G7306
FNR-4FE-4S-CPLX	CPLX0-7797	TU686	G7307
FNR-4FE-4S-CPLX	CPLX0-7797	TU686	G7308
FNR-4FE-4S-CPLX	CPLX0-7797	TU686	G7309
FNR-4FE-4S-CPLX	CPLX0-7797	TU794	EG11325
FNR-4FE-4S-CPLX	CPLX0-7797	TU861	EG12031
G6144-MONOMER	G6144-MONOMER	TU0-12866	EG12338
G6144-MONOMER	G6144-MONOMER	TU0-12866	EG12339
G6144-MONOMER	G6144-MONOMER	TU0-12866	G0-10433
G6144-MONOMER	G6144-MONOMER	TU0-12867	G6140
G6144-MONOMER	G6144-MONOMER	TU0-12867	G6141
G6165-MONOMER	G6165-MONOMER	TU0-12879	G6164
G6165-MONOMER	G6165-MONOMER	TU0-12880	G6165
G6165-MONOMER	G6165-MONOMER	TU0-14785	EG10319
G6165-MONOMER	G6165-MONOMER	TU0-14785	EG10320
G6165-MONOMER	G6165-MONOMER	TU0-1521	EG10321
G6165-MONOMER	G6165-MONOMER	TU0-1521	G0-17102
G6165-MONOMER	G6165-MONOMER	TU00136	EG10319
G6165-MONOMER	G6165-MONOMER	TU00136	EG10320
G6165-MONOMER	G6165-MONOMER	TU00415	EG11355
G6165-MONOMER	G6165-MONOMER	TU00415	EG11356
G6165-MONOMER	G6165-MONOMER	TU00415	G7039
G6175-MONOMER	G6175-MONOMER	TU0-12885	G6171
G6175-MONOMER	G6175-MONOMER	TU0-12885	G6173
G6175-MONOMER	G6175-MONOMER	TU0-12885	G6174
G6332-MONOMER	G6332-MONOMER	TU0-194010	G6330
G6332-MONOMER	G6332-MONOMER	TU0-194010	G6331
G6332-MONOMER	G6332-MONOMER	TU0-194010	G6332
G6569-MONOMER	G6569-MONOMER	TU0-8685	G6570
G6602-MONOMER	G6602-MONOMER	TU0-14762	G6604
G6602-MONOMER	G6602-MONOMER	TU0-14762	G6605
G6602-MONOMER	G6602-MONOMER	TU0-14762	G6606
G6602-MONOMER	G6602-MONOMER	TU0-14762	G6607
G6602-MONOMER	G6602-MONOMER	TU0-45166	G6604
G6602-MONOMER	G6602-MONOMER	TU0-45166	G6605
G6602-MONOMER	G6602-MONOMER	TU0-45166	G6606
G6602-MONOMER	G6602-MONOMER	TU0-45166	G6607
G6628-MONOMER	G6628-MONOMER	TU0-7962	G6628
G6628-MONOMER	G6628-MONOMER	TU0-7981	EG12399
G6628-MONOMER	G6628-MONOMER	TU0-7981	G6626
G6628-MONOMER	G6628-MONOMER	TU0-7981	G6627
G6658-MONOMER	G6658-MONOMER	TU0-13212	G0-10445
G6658-MONOMER	G6658-MONOMER	TU0-13212	G6647
G6658-MONOMER	G6658-MONOMER	TU0-13212	G6648
G6658-MONOMER	G6658-MONOMER	TU0-13212	G6649
G6658-MONOMER	G6658-MONOMER	TU0-13212	G6650
G6658-MONOMER	G6658-MONOMER	TU0-13212	G6651
G6658-MONOMER	G6658-MONOMER	TU0-13212	G6652
G6658-MONOMER	G6658-MONOMER	TU0-13212	G6653
G6658-MONOMER	G6658-MONOMER	TU0-13212	G6654
G6658-MONOMER	G6658-MONOMER	TU0-13212	G6655
G6658-MONOMER	G6658-MONOMER	TU0-13212	G6656
G6658-MONOMER	G6658-MONOMER	TU0-13212	G6657
G6664-MONOMER	G6664-MONOMER	TU0-13216	G6663
G6664-MONOMER	G6664-MONOMER	TU0-13218	G6665
G6664-MONOMER	G6664-MONOMER	TU0-14473	EG11042
G6664-MONOMER	G6664-MONOMER	TU0-14473	EG12870
G6664-MONOMER	G6664-MONOMER	TU0-14473	G6659
G6664-MONOMER	G6664-MONOMER	TU0-41739	G6662
G6664-MONOMER	G6664-MONOMER	TU0-42524	G0-10446
G6664-MONOMER	G6664-MONOMER	TU0-42524	G0-10645
G6664-MONOMER	G6664-MONOMER	TU0-42524	G6662
G6664-MONOMER	G6664-MONOMER	TU0-42524	G6663
G6664-MONOMER	G6664-MONOMER	TU0-8693	G6661
G6664-MONOMER	G6664-MONOMER	TU00068	EG11042
G6706-MONOMER	G6706-MONOMER	TU0-42552	EG13139
G6706-MONOMER	G6706-MONOMER	TU0-8795	G7961
G6737-MONOMER	G6737-MONOMER	TU0-2701	G0-8905
G6737-MONOMER	G6737-MONOMER	TU0-2701	G7080
G6737-MONOMER	G6737-MONOMER	TU0-8733	G7202
G6745-MONOMER	G6745-MONOMER	TU0-13264	G6745
G6745-MONOMER	G6745-MONOMER	TU0-6501	EG10187
G6745-MONOMER	G6745-MONOMER	TU0-8702	G6744
G6745-MONOMER	G6745-MONOMER	TU00415	EG11355
G6745-MONOMER	G6745-MONOMER	TU00415	EG11356
G6745-MONOMER	G6745-MONOMER	TU00415	G7039
G6749-MONOMER	G6749-MONOMER	TU0-45145	G0-10451
G6749-MONOMER	G6749-MONOMER	TU0-45145	G6749
G6761-MONOMER	G6761-MONOMER	TU0-13056	G6415
G6761-MONOMER	G6761-MONOMER	TU0-13193	EG11125
G6761-MONOMER	G6761-MONOMER	TU0-13193	EG11126
G6761-MONOMER	G6761-MONOMER	TU0-13193	EG11127
G6761-MONOMER	G6761-MONOMER	TU0-36408	EG11127
G6761-MONOMER	G6761-MONOMER	TU0-42483	EG50004
G6761-MONOMER	G6761-MONOMER	TU787	EG11738
G6789-MONOMER	G6789-MONOMER	TU0-14299	EG11078
G6789-MONOMER	G6789-MONOMER	TU0-14545	G6789
G6789-MONOMER	G6789-MONOMER	TU0-14545	G6790
G6789-MONOMER	G6789-MONOMER	TU0-14718	EG12242
G6789-MONOMER	G6789-MONOMER	TU0-14736	EG11544
G6789-MONOMER	G6789-MONOMER	TU0-14736	G0-16680
G6789-MONOMER	G6789-MONOMER	TU0-3465	EG11876
G6789-MONOMER	G6789-MONOMER	TU0-3465	EG11877
G6789-MONOMER	G6789-MONOMER	TU0-45171	EG10468
G6789-MONOMER	G6789-MONOMER	TU0-45171	EG10469
G6789-MONOMER	G6789-MONOMER	TU0-45171	EG10470
G6789-MONOMER	G6789-MONOMER	TU0-45171	EG10471
G6789-MONOMER	G6789-MONOMER	TU0-45171	EG10472
G6789-MONOMER	G6789-MONOMER	TU0-45171	EG10473
G6789-MONOMER	G6789-MONOMER	TU0-45265	EG10049
G6789-MONOMER	G6789-MONOMER	TU0-45265	EG11379
G6789-MONOMER	G6789-MONOMER	TU0-45265	EG11380
G6789-MONOMER	G6789-MONOMER	TU0-45265	G0-10588
G6789-MONOMER	G6789-MONOMER	TU0-5682	EG11544
G6789-MONOMER	G6789-MONOMER	TU0-5682	EG12240
G6789-MONOMER	G6789-MONOMER	TU0-5682	EG12241
G6789-MONOMER	G6789-MONOMER	TU0-5682	G0-16680
G6789-MONOMER	G6789-MONOMER	TU00096	EG11889
G6789-MONOMER	G6789-MONOMER	TU00096	EG11890
G6789-MONOMER	G6789-MONOMER	TU00097	EG10049
G6789-MONOMER	G6789-MONOMER	TU00097	EG11379
G6789-MONOMER	G6789-MONOMER	TU00097	EG11380
G6789-MONOMER	G6789-MONOMER	TU00097	G0-10588
G6789-MONOMER	G6789-MONOMER	TU00288	EG10468
G6789-MONOMER	G6789-MONOMER	TU00288	EG10469
G6789-MONOMER	G6789-MONOMER	TU00288	EG10470
G6789-MONOMER	G6789-MONOMER	TU00288	EG10471
G6789-MONOMER	G6789-MONOMER	TU00288	EG10472
G6789-MONOMER	G6789-MONOMER	TU00288	EG10473
G6814-MONOMER	G6814-MONOMER	TU0-13333	G6838
G6814-MONOMER	G6814-MONOMER	TU0-13333	G6839
G6853-MONOMER	G6853-MONOMER	TU0-198898	G0-10435
G6853-MONOMER	G6853-MONOMER	TU0-198898	G6306
G6867-MONOMER	G6867-MONOMER	TU0-5081	EG11055
G6867-MONOMER	G6867-MONOMER	TU0-5081	EG11658
G6867-MONOMER	G6867-MONOMER	TU0-5081	G6866
G6867-MONOMER	G6867-MONOMER	TU0-5082	G6867
G6889-MONOMER	G6889-MONOMER	TU0-14687	G6889
G6889-MONOMER	G6889-MONOMER	TU0-14687	G6890
G6889-MONOMER	G6889-MONOMER	TU0-42534	G6889
G6889-MONOMER	G6889-MONOMER	TU0-42534	G6890
G6889-MONOMER	G6889-MONOMER	TU0-42534	G6891
G6976-MONOMER	G6976-MONOMER	TU0-13404	G6977
G6976-MONOMER	G6976-MONOMER	TU0-8713	G6976
G7003-MONOMER	G7003-MONOMER	TU00227	EG10256
G7003-MONOMER	G7003-MONOMER	TU00227	EG10257
G7003-MONOMER	G7003-MONOMER	TU25	EG10256
G7071-MONOMER	G7071-MONOMER	TU0-6629	EG12358
G7071-MONOMER	G7071-MONOMER	TU0-6629	G6476
G7071-MONOMER	G7071-MONOMER	TU0-6629	G6477
G7071-MONOMER	G7071-MONOMER	TU0-6629	G6478
G7071-MONOMER	G7071-MONOMER	TU0-6629	G6479
G7071-MONOMER	G7071-MONOMER	TU302	EG12423
G7071-MONOMER	G7071-MONOMER	TU302	G6217
G7071-MONOMER	G7071-MONOMER	TU302	G6218
G7071-MONOMER	G7071-MONOMER	TU302	G6219
G7072-MONOMER	G7072-MONOMER	TU-8382	EG11241
G7072-MONOMER	G7072-MONOMER	TU0-1201	EG10372
G7072-MONOMER	G7072-MONOMER	TU0-12836	EG12138
G7072-MONOMER	G7072-MONOMER	TU0-12841	EG10246
G7072-MONOMER	G7072-MONOMER	TU0-12848	G6108
G7072-MONOMER	G7072-MONOMER	TU0-12919	EG11097
G7072-MONOMER	G7072-MONOMER	TU0-12973	G6300
G7072-MONOMER	G7072-MONOMER	TU0-12989	G6326
G7072-MONOMER	G7072-MONOMER	TU0-13042	G6399
G7072-MONOMER	G7072-MONOMER	TU0-13043	G6400
G7072-MONOMER	G7072-MONOMER	TU0-13048	G6404
G7072-MONOMER	G7072-MONOMER	TU0-13058	EG12134
G7072-MONOMER	G7072-MONOMER	TU0-13081	EG11242
G7072-MONOMER	G7072-MONOMER	TU0-13094	G6480
G7072-MONOMER	G7072-MONOMER	TU0-13111	G6513
G7072-MONOMER	G7072-MONOMER	TU0-13125	EG11343
G7072-MONOMER	G7072-MONOMER	TU0-13157	G6601
G7072-MONOMER	G7072-MONOMER	TU0-13178	G6629
G7072-MONOMER	G7072-MONOMER	TU0-13207	G6642
G7072-MONOMER	G7072-MONOMER	TU0-13237	G6697
G7072-MONOMER	G7072-MONOMER	TU0-13272	G6760
G7072-MONOMER	G7072-MONOMER	TU0-13316	G6819
G7072-MONOMER	G7072-MONOMER	TU0-13334	G6840
G7072-MONOMER	G7072-MONOMER	TU0-13344	G6860
G7072-MONOMER	G7072-MONOMER	TU0-13365	G6903
G7072-MONOMER	G7072-MONOMER	TU0-13428	G7008
G7072-MONOMER	G7072-MONOMER	TU0-13452	EG10935
G7072-MONOMER	G7072-MONOMER	TU0-13457	G7040
G7072-MONOMER	G7072-MONOMER	TU0-13471	G7063
G7072-MONOMER	G7072-MONOMER	TU0-13492	G7089
G7072-MONOMER	G7072-MONOMER	TU0-13495	G7091
G7072-MONOMER	G7072-MONOMER	TU0-13517	EG11991
G7072-MONOMER	G7072-MONOMER	TU0-13528	G0-10459
G7072-MONOMER	G7072-MONOMER	TU0-13541	EG12105
G7072-MONOMER	G7072-MONOMER	TU0-13542	EG12027
G7072-MONOMER	G7072-MONOMER	TU0-13575	G7178
G7072-MONOMER	G7072-MONOMER	TU0-13583	G7189
G7072-MONOMER	G7072-MONOMER	TU0-13607	G0-9621
G7072-MONOMER	G7072-MONOMER	TU0-13608	G7234
G7072-MONOMER	G7072-MONOMER	TU0-13609	G7235
G7072-MONOMER	G7072-MONOMER	TU0-13690	G7360
G7072-MONOMER	G7072-MONOMER	TU0-13720	G7415
G7072-MONOMER	G7072-MONOMER	TU0-13727	G7431
G7072-MONOMER	G7072-MONOMER	TU0-13730	G7437
G7072-MONOMER	G7072-MONOMER	TU0-13739	EG12373
G7072-MONOMER	G7072-MONOMER	TU0-13749	G7461
G7072-MONOMER	G7072-MONOMER	TU0-13756	G7463
G7072-MONOMER	G7072-MONOMER	TU0-13762	G7471
G7072-MONOMER	G7072-MONOMER	TU0-13798	G7518
G7072-MONOMER	G7072-MONOMER	TU0-13813	G7538
G7072-MONOMER	G7072-MONOMER	TU0-13836	EG12657
G7072-MONOMER	G7072-MONOMER	TU0-13851	EG12720
G7072-MONOMER	G7072-MONOMER	TU0-13867	G7618
G7072-MONOMER	G7072-MONOMER	TU0-13870	EG10992
G7072-MONOMER	G7072-MONOMER	TU0-13873	G7637
G7072-MONOMER	G7072-MONOMER	TU0-13882	G7655
G7072-MONOMER	G7072-MONOMER	TU0-13885	EG10017
G7072-MONOMER	G7072-MONOMER	TU0-13891	G7669
G7072-MONOMER	G7072-MONOMER	TU0-13907	G7695
G7072-MONOMER	G7072-MONOMER	TU0-13923	G7722
G7072-MONOMER	G7072-MONOMER	TU0-13931	EG11578
G7072-MONOMER	G7072-MONOMER	TU0-13941	G7763
G7072-MONOMER	G7072-MONOMER	TU0-13944	EG12217
G7072-MONOMER	G7072-MONOMER	TU0-13953	EG12225
G7072-MONOMER	G7072-MONOMER	TU0-13967	EG12248
G7072-MONOMER	G7072-MONOMER	TU0-13968	EG12249
G7072-MONOMER	G7072-MONOMER	TU0-14025	EG11725
G7072-MONOMER	G7072-MONOMER	TU0-14073	EG11859
G7072-MONOMER	G7072-MONOMER	TU0-14093	EG11913
G7072-MONOMER	G7072-MONOMER	TU0-14125	EG11941
G7072-MONOMER	G7072-MONOMER	TU0-14126	EG10405
G7072-MONOMER	G7072-MONOMER	TU0-14127	EG11951
G7072-MONOMER	G7072-MONOMER	TU0-14142	G7835
G7072-MONOMER	G7072-MONOMER	TU0-14158	G7865
G7072-MONOMER	G7072-MONOMER	TU0-14162	EG10043
G7072-MONOMER	G7072-MONOMER	TU0-14217	EG12114
G7072-MONOMER	G7072-MONOMER	TU0-14246	G6335
G7072-MONOMER	G7072-MONOMER	TU0-14262	EG10093
G7072-MONOMER	G7072-MONOMER	TU0-14262	EG11199
G7072-MONOMER	G7072-MONOMER	TU0-14263	EG10093
G7072-MONOMER	G7072-MONOMER	TU0-14263	EG10375
G7072-MONOMER	G7072-MONOMER	TU0-14263	EG11199
G7072-MONOMER	G7072-MONOMER	TU0-14306	EG11794
G7072-MONOMER	G7072-MONOMER	TU0-14324	EG11917
G7072-MONOMER	G7072-MONOMER	TU0-14345	EG11613
G7072-MONOMER	G7072-MONOMER	TU0-1921	EG10361
G7072-MONOMER	G7072-MONOMER	TU0-1921	EG11329
G7072-MONOMER	G7072-MONOMER	TU0-1921	EG11330
G7072-MONOMER	G7072-MONOMER	TU0-198705	EG10931
G7072-MONOMER	G7072-MONOMER	TU0-198705	EG10932
G7072-MONOMER	G7072-MONOMER	TU0-198705	EG10933
G7072-MONOMER	G7072-MONOMER	TU0-198705	EG10934
G7072-MONOMER	G7072-MONOMER	TU0-198869	EG10403
G7072-MONOMER	G7072-MONOMER	TU0-198869	EG10404
G7072-MONOMER	G7072-MONOMER	TU0-198870	EG11596
G7072-MONOMER	G7072-MONOMER	TU0-198870	EG11666
G7072-MONOMER	G7072-MONOMER	TU0-198871	EG12240
