$	0m	0m	1m	1m	1m	2m	2m	2m
EG12397	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12399	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12400	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12401	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12402	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12403	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12404	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12405	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12406	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12407	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12409	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12410	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12411	2.0000	1.3810	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG12412	2.0000	1.3810	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG12414	10.0000	9.7143	7.3810	7.0000	6.1905	6.0000	6.0000	6.0000
EG12415	10.0000	9.7143	7.3810	7.0000	6.1905	6.0000	6.0000	6.0000
EG12416	10.0000	9.7143	7.3810	7.0000	6.1905	6.0000	6.0000	6.0000
EG12417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12419	6.0000	5.7143	4.0000	4.0000	3.1905	3.0000	3.0000	3.0000
EG12421	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG12422	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12423	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12424	0.0000	0.0000	0.0000	0.0000	0.7143	1.0000	1.0000	0.1364
EG12427	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12428	1.0000	0.7143	0.0476	1.0000	1.0000	1.0000	1.0000	1.0000
EG12429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12431	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG12432	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12433	1.0000	1.0000	1.0000	0.6818	0.6667	1.0000	1.0000	0.7273
EG12434	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1429	1.0000
EG12437	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
EG12438	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
EG12439	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12440	2.0000	1.2857	1.0000	1.0000	1.0000	1.0000	0.1905	0.0000
EG12442	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12443	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12444	1.0000	0.4286	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12445	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12446	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12448	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12449	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12450	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12454	0.0000	0.0000	0.0000	0.0000	0.6190	1.0000	1.0000	1.0000
EG12455	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12458	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12462	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12469	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12475	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12494	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12495	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12504	0.0000	0.0000	0.0000	0.0000	0.8571	0.6818	0.0000	0.0000
EG12517	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12518	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12520	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12522	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12525	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12539	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12544	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12548	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12554	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12557	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12563	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12576	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12587	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12591	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12600	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12605	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12606	1.0000	1.0000	1.0000	1.0000	1.9048	1.1364	1.0000	1.0000
EG12608	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12609	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12610	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12611	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12615	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12623	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12624	0.0000	0.0000	0.2857	1.0000	1.0000	1.0000	1.0000	1.0000
EG12625	3.0000	2.5714	2.0000	2.7727	3.0000	3.0000	3.0000	3.0000
EG12626	3.0000	2.5714	2.0000	2.7727	3.0000	3.0000	3.0000	3.0000
EG12627	3.0000	2.5714	2.0000	2.7727	3.0000	3.0000	3.0000	3.0000
EG12628	3.0000	2.5714	2.0000	2.7727	3.0000	3.0000	3.0000	3.0000
EG12629	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12630	0.0000	0.0000	0.0000	1.6818	2.0000	2.0000	2.0000	2.0000
EG12631	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12633	2.0000	2.0000	1.4286	0.5000	0.0000	0.0000	0.0000	0.4091
EG12634	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12656	0.0000	0.0000	0.3333	0.6364	1.0000	1.0000	0.6190	0.0000
EG12657	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12658	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12661	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12662	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12663	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12666	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12688	1.0000	1.0000	1.7143	3.0000	3.0000	3.0000	3.0000	3.0000
EG12689	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG12690	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12691	1.0000	1.0000	1.0000	1.0000	1.0000	0.5455	0.0000	0.0000
EG12692	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12693	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12694	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12697	2.0000	1.2381	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
EG12702	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12703	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12704	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12705	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12707	1.0000	1.0000	2.0476	2.0000	2.0000	1.6364	2.0000	1.2727
EG12708	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12709	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12710	1.0000	1.0000	1.0000	0.3182	0.0000	0.0000	0.0000	0.0000
EG12712	0.0000	0.0000	0.0000	0.6364	1.0000	1.0000	1.2381	1.1364
EG12713	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12715	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12717	1.0000	1.0000	1.0000	1.0000	1.8571	2.0000	2.0000	2.3636
EG12720	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12732	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12734	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12738	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12739	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3810	1.0000
EG12754	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12760	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12766	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12768	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12769	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12770	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12780	0.0000	0.0000	0.0000	0.7727	1.0000	0.5000	0.0000	0.1818
EG12794	1.0000	0.3333	0.0000	0.0000	0.4762	1.3182	2.6190	2.8182
EG12799	1.0000	1.0000	1.0000	0.1364	0.0000	0.0000	0.0000	0.2727
EG12800	1.0000	1.0000	1.0000	0.1364	0.0000	0.0000	0.0000	0.2727
EG12801	1.0000	1.0000	1.0000	0.1364	0.0000	0.0000	0.0000	0.2727
EG12802	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG12830	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12834	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12835	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12836	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12837	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12842	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12843	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12844	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12845	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12850	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12851	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG12853	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12854	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1429	0.5000
EG12855	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12857	0.0000	0.0000	0.0000	0.8636	1.8095	1.0000	0.8571	0.0909
EG12859	1.0000	1.0000	1.0000	0.3182	0.0000	0.0000	0.0000	0.0000
EG12860	0.0000	0.0000	0.0000	0.0000	0.0952	0.0000	0.0000	0.0000
EG12861	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12865	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12866	3.0000	3.0000	3.0000	3.6818	2.0476	1.0000	1.0000	1.0000
EG12867	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12868	3.0000	3.0000	3.0000	3.0000	3.3333	4.0000	4.0000	4.0000
EG12870	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12874	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12875	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.6818
EG12876	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12877	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12878	1.0000	0.6667	0.0000	0.0000	0.6667	1.0000	0.5238	0.2727
EG12879	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG12880	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12882	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12883	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12903	2.0000	1.2381	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG12908	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12933	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG12957	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG13139	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG13159	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG13161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG13174	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG13217	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG13235	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG13236	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG13238	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG13270	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG13283	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG20044	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG20049	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG20051	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG20053	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG20080	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG20091	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG20098	1.0000	1.0000	1.0000	1.5455	3.0000	2.8182	2.0000	1.0000
EG20110	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG20173	2.0000	2.0000	1.9048	1.0000	1.0000	1.0000	1.0000	1.0000
EG20248	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG20249	0.0000	0.0000	0.0000	0.1364	1.0000	1.0000	1.0000	1.0000
EG20252	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG20253	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG20257	4.0000	4.0000	4.0000	4.0000	3.0952	1.9091	1.0000	1.0000
EG30008	15846.0000	52430.1429	54629.6190	55018.6818	55377.8095	55676.3636	55975.7143	56275.9091
EG30009	6690.0000	6726.6667	6785.4286	6856.2273	6922.9048	6984.1818	7046.6667	7107.7727
EG30010	3820.0000	3835.0476	3878.1429	3930.3636	3973.0476	4005.4091	4047.4286	4093.9545
EG30011	2882.0000	2886.3810	2905.1905	2918.5000	2936.2857	2962.9091	2981.8571	3003.7273
EG30012	2882.0000	2886.3810	2905.1905	2918.5000	2936.2857	2962.9091	2981.8571	3003.7273
EG30013	13976.0000	14004.6667	14056.0952	14128.9091	14198.6190	14289.6364	14448.6667	14612.5455
EG30014	2377.0000	2381.2857	2396.7619	2412.3636	2426.4762	2444.5909	2457.1429	2468.9091
EG30015	11228.0000	11250.0476	11288.5714	11346.9091	11405.6190	11478.9091	11606.8571	11737.9091
EG30016	2537.0000	2541.7143	2556.5714	2571.3182	2583.4762	2594.2273	2610.0000	2628.3636
EG30017	8308.0000	8326.4762	8386.0952	8441.5909	8515.6667	8586.0000	8640.5238	8698.3182
EG30018	11228.0000	11250.0476	11288.5714	11346.9091	11405.6190	11478.9091	11606.8571	11737.9091
EG30019	11228.0000	11250.0476	11288.5714	11346.9091	11405.6190	11478.9091	11606.8571	11737.9091
EG30020	1336.0000	1338.9524	1345.7619	1356.2273	1363.2381	1369.4545	1385.0000	1392.0455
EG30021	904.0000	906.0476	910.5238	916.7273	925.2381	929.8182	933.4762	941.1364
EG30022	1647.0000	1652.0000	1665.4286	1677.8182	1688.2381	1699.9091	1709.0476	1716.5000
EG30023	806.0000	807.6190	810.9048	819.1364	823.8095	828.5455	836.2857	843.5000
EG30024	1287.0000	1294.5714	1307.4286	1318.1364	1337.1429	1348.1818	1362.7619	1375.3182
EG30025	2612.0000	2620.8095	2646.9048	2678.1818	2709.6667	2737.7273	2767.1905	2794.0909
EG30028	15078.0000	15100.0952	15169.1905	15278.0455	15364.5714	15428.6818	15535.3333	15638.7273
EG30029	23694.0000	23728.3333	23836.5238	24007.5000	24143.3333	24245.0909	24412.6667	24574.8182
EG30030	23694.0000	23728.3333	23836.5238	24007.5000	24143.3333	24245.0909	24412.6667	24574.8182
EG30031	23694.0000	23728.3333	23836.5238	24007.5000	24143.3333	24245.0909	24412.6667	24574.8182
EG30032	2362.0000	2377.5238	2398.4762	2421.0455	2445.5714	2462.0909	2474.7619	2491.4091
EG30033	2415.0000	2428.1905	2446.7619	2472.8636	2492.7619	2508.4091	2526.6667	2547.1364
EG30034	2374.0000	2387.6190	2409.7619	2434.6364	2453.3810	2468.2273	2483.3810	2496.3182
EG30035	1864.0000	1867.8571	1882.1429	1894.6364	1901.6190	1910.1364	1919.0000	1927.9091
EG30036	1093.0000	1098.5714	1103.2857	1112.0455	1125.8571	1141.3182	1156.2381	1163.8182
EG30037	3128.0000	3143.3333	3166.8571	3201.1364	3232.6667	3268.7273	3301.3333	3333.4545
EG30038	3420.0000	3431.5714	3471.4286	3505.3636	3532.2857	3575.8636	3610.0000	3636.7727
EG30039	1002.0000	1002.2857	1004.3333	1010.8182	1019.9048	1029.0909	1038.3810	1051.7727
EG30040	3420.0000	3431.5714	3471.4286	3505.3636	3532.2857	3575.8636	3610.0000	3636.7727
EG30041	3420.0000	3431.5714	3471.4286	3505.3636	3532.2857	3575.8636	3610.0000	3636.7727
EG30042	8308.0000	8326.4762	8386.0952	8441.5909	8515.6667	8586.0000	8640.5238	8698.3182
EG30043	15846.0000	52430.1429	54629.6190	55018.6818	55377.8095	55676.3636	55975.7143	56275.9091
EG30044	6690.0000	6726.6667	6785.4286	6856.2273	6922.9048	6984.1818	7046.6667	7107.7727
EG30045	3820.0000	3835.0476	3878.1429	3930.3636	3973.0476	4005.4091	4047.4286	4093.9545
EG30046	1373.0000	1374.8095	1383.1905	1400.0000	1410.4286	1426.3636	1441.0476	1450.1364
EG30047	7215.0000	7238.3333	7289.3333	7367.9091	7429.6667	7499.1364	7588.7619	7654.3636
EG30048	7215.0000	7238.3333	7289.3333	7367.9091	7429.6667	7499.1364	7588.7619	7654.3636
EG30049	8308.0000	8326.4762	8386.0952	8441.5909	8515.6667	8586.0000	8640.5238	8698.3182
EG30050	820.0000	822.6190	831.2857	840.2727	848.9524	854.6364	863.0476	868.5909
EG30051	10046.0000	10080.4286	10153.8095	10263.7273	10352.0952	10450.3636	10574.9048	10667.9091
EG30052	15078.0000	15100.0952	15169.1905	15278.0455	15364.5714	15428.6818	15535.3333	15638.7273
EG30053	1013.0000	1018.5238	1025.7143	1030.5455	1041.0000	1048.5000	1058.6190	1069.8182
EG30054	707.0000	711.1905	716.3810	724.0000	730.4286	735.3636	741.1429	748.9091
EG30055	4359.0000	4368.6190	4389.9048	4414.0455	4427.6190	4452.4091	4473.4286	4500.2273
EG30056	7328.0000	7345.0476	7389.3810	7427.6364	7468.4762	7510.5455	7577.4286	7632.1818
EG30057	4359.0000	4368.6190	4389.9048	4414.0455	4427.6190	4452.4091	4473.4286	4500.2273
EG30058	15078.0000	15100.0952	15169.1905	15278.0455	15364.5714	15428.6818	15535.3333	15638.7273
EG30059	23694.0000	23728.3333	23836.5238	24007.5000	24143.3333	24245.0909	24412.6667	24574.8182
EG30060	7104.0000	7132.1429	7193.7143	7266.4545	7348.7619	7426.3636	7501.3333	7575.6818
EG30061	804.0000	807.4762	816.2857	823.0000	833.2381	837.3636	840.9524	846.7273
EG30062	7104.0000	7132.1429	7193.7143	7266.4545	7348.7619	7426.3636	7501.3333	7575.6818
EG30064	1682.0000	1685.9048	1698.7619	1713.0000	1724.6667	1736.3636	1748.8095	1763.2273
EG30065	1737.0000	1745.1429	1762.1429	1779.0000	1796.0000	1813.0000	1832.4762	1849.0455
EG30066	2749.0000	2755.2381	2775.6190	2803.1818	2831.0952	2854.2273	2878.6667	2905.5455
EG30067	2782.0000	2789.9048	2805.5714	2815.2273	2833.0000	2855.1818	2878.8571	2902.1818
EG30068	8308.0000	8326.4762	8386.0952	8441.5909	8515.6667	8586.0000	8640.5238	8698.3182
EG30070	15846.0000	52430.1429	54629.6190	55018.6818	55377.8095	55676.3636	55975.7143	56275.9091
EG30071	2362.0000	2377.5238	2398.4762	2421.0455	2445.5714	2462.0909	2474.7619	2491.4091
EG30072	2415.0000	2428.1905	2446.7619	2472.8636	2492.7619	2508.4091	2526.6667	2547.1364
EG30073	6690.0000	6726.6667	6785.4286	6856.2273	6922.9048	6984.1818	7046.6667	7107.7727
EG30074	2374.0000	2387.6190	2409.7619	2434.6364	2453.3810	2468.2273	2483.3810	2496.3182
EG30075	1864.0000	1867.8571	1882.1429	1894.6364	1901.6190	1910.1364	1919.0000	1927.9091
EG30076	3820.0000	3835.0476	3878.1429	3930.3636	3973.0476	4005.4091	4047.4286	4093.9545
EG30077	15846.0000	52430.1429	54629.6190	55018.6818	55377.8095	55676.3636	55975.7143	56275.9091
EG30078	2362.0000	2377.5238	2398.4762	2421.0455	2445.5714	2462.0909	2474.7619	2491.4091
EG30079	2415.0000	2428.1905	2446.7619	2472.8636	2492.7619	2508.4091	2526.6667	2547.1364
EG30080	6690.0000	6726.6667	6785.4286	6856.2273	6922.9048	6984.1818	7046.6667	7107.7727
EG30081	2374.0000	2387.6190	2409.7619	2434.6364	2453.3810	2468.2273	2483.3810	2496.3182
EG30082	1864.0000	1867.8571	1882.1429	1894.6364	1901.6190	1910.1364	1919.0000	1927.9091
EG30083	3820.0000	3835.0476	3878.1429	3930.3636	3973.0476	4005.4091	4047.4286	4093.9545
EG30084	15846.0000	52430.1429	54629.6190	55018.6818	55377.8095	55676.3636	55975.7143	56275.9091
EG30085	2362.0000	2377.5238	2398.4762	2421.0455	2445.5714	2462.0909	2474.7619	2491.4091
EG30086	2415.0000	2428.1905	2446.7619	2472.8636	2492.7619	2508.4091	2526.6667	2547.1364
EG30087	6690.0000	6726.6667	6785.4286	6856.2273	6922.9048	6984.1818	7046.6667	7107.7727
EG30088	2374.0000	2387.6190	2409.7619	2434.6364	2453.3810	2468.2273	2483.3810	2496.3182
EG30089	1864.0000	1867.8571	1882.1429	1894.6364	1901.6190	1910.1364	1919.0000	1927.9091
EG30090	3820.0000	3835.0476	3878.1429	3930.3636	3973.0476	4005.4091	4047.4286	4093.9545
EG30091	6690.0000	6726.6667	6785.4286	6856.2273	6922.9048	6984.1818	7046.6667	7107.7727
EG30092	2120.0000	2127.4286	2147.3333	2166.0455	2181.9524	2194.1818	2205.0000	2217.4545
EG30093	1079.0000	1083.9048	1090.0476	1096.8636	1104.5238	1111.2727	1120.4762	1128.3636
EG30094	2796.0000	2802.2381	2816.3810	2836.6818	2854.9524	2872.3182	2893.4286	2919.7273
EG30095	11228.0000	11250.0476	11288.5714	11346.9091	11405.6190	11478.9091	11606.8571	11737.9091
EG30096	296.0000	296.6190	298.7143	300.9091	302.9048	304.3182	308.3810	313.2273
EG30097	975.0000	977.7143	987.4286	991.4091	995.1429	999.0000	1005.2381	1010.0909
EG30101	2804.0000	2817.3333	2838.0000	2860.1364	2888.0952	2910.6818	2935.0000	2963.1364
EG30102	2253.0000	2262.2381	2276.5714	2293.7273	2317.4762	2347.4091	2377.9524	2404.6364
EG30103	6690.0000	6726.6667	6785.4286	6856.2273	6922.9048	6984.1818	7046.6667	7107.7727
EG30104	2368.0000	2376.4762	2402.9524	2429.2727	2455.9048	2478.4545	2502.0476	2530.9091
EG30105	820.0000	821.6667	826.2381	833.1818	837.5238	846.4545	855.5238	858.9091
EG30106	2917.0000	2924.5714	2940.6667	2955.4091	2965.2857	2987.0455	3000.9048	3021.3182
EG30107	2931.0000	2946.5238	2973.4762	2996.5455	3020.4286	3047.0909	3073.3333	3103.0909
EG30108	1842.0000	1844.7143	1853.5714	1867.7727	1883.3810	1904.4545	1924.9524	1944.0455
EG30109	4359.0000	4368.6190	4389.9048	4414.0455	4427.6190	4452.4091	4473.4286	4500.2273
EG30110	7328.0000	7345.0476	7389.3810	7427.6364	7468.4762	7510.5455	7577.4286	7632.1818
EG30111	2216.0000	2223.2381	2237.4286	2244.5909	2261.5238	2281.5455	2290.2857	2300.4545
EG30112	2216.0000	2223.2381	2237.4286	2244.5909	2261.5238	2281.5455	2290.2857	2300.4545
EG30113	7328.0000	7345.0476	7389.3810	7427.6364	7468.4762	7510.5455	7577.4286	7632.1818
EG30114	7328.0000	7345.0476	7389.3810	7427.6364	7468.4762	7510.5455	7577.4286	7632.1818
EG31117	7104.0000	7132.1429	7193.7143	7266.4545	7348.7619	7426.3636	7501.3333	7575.6818
EG50001	33.0000	34.0000	35.2381	32.6364	28.3810	28.0909	29.1429	28.3636
EG50002	33.0000	34.0000	35.2381	32.6364	28.3810	28.0909	29.1429	28.3636
