$	0m	0m	1m	1m	1m	2m	2m	2m
EG10310	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10311	0.0000	0.0952	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10312	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10313	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10314	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10315	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10316	0.0000	0.0000	0.0952	1.0909	2.0000	1.2273	1.0000	1.9091
EG10317	3.0000	2.5714	2.0000	2.0455	3.1905	3.9545	3.5238	4.2273
EG10318	0.0000	0.0000	0.1429	1.0000	1.0000	1.0000	1.3810	2.0000
EG10319	2.0000	2.0000	1.2857	0.0000	0.0000	0.0000	0.0000	0.0000
EG10320	2.0000	2.0000	1.2857	0.0000	0.0000	0.0000	0.0000	0.0000
EG10321	79.0000	77.5714	77.1429	78.8182	79.3333	80.1364	79.1905	77.9545
EG10322	0.0000	0.0000	0.0000	0.0000	0.0000	0.8636	1.0000	1.0000
EG10323	0.0000	0.0000	0.0000	0.0000	0.0000	0.8636	1.0000	1.0000
EG10324	0.0000	0.0000	0.0000	0.0000	0.0000	0.8636	1.0000	1.0000
EG10325	1.0000	1.3810	2.0000	2.3182	3.0000	2.2273	2.0000	2.0000
EG10326	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.3333	0.9091
EG10327	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10328	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10329	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10330	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10331	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10332	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10334	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10335	3.0000	3.0000	3.0000	3.0000	4.5238	5.8636	6.3333	7.0000
EG10336	1.0000	1.0000	1.0000	1.0000	0.5714	0.0000	0.0000	0.0000
EG10337	1.0000	1.0000	1.0000	1.0000	0.5714	0.0000	0.0000	0.0000
EG10338	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10339	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10340	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10341	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10342	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10343	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10344	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10345	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10346	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10347	4.0000	4.0000	4.0000	4.5909	5.0000	5.0000	4.2857	3.4545
EG10348	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10349	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10350	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10351	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10352	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10353	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10355	1.0000	1.0000	1.0000	1.0000	1.9048	2.0000	2.0000	2.0000
EG10356	1.0000	1.0000	1.0000	1.0000	0.2381	0.0000	0.0000	0.0000
EG10357	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10358	1.0000	1.0000	1.0000	1.0000	0.2381	0.0000	0.0000	0.0000
EG10359	2.0000	2.0000	2.1429	3.0000	3.0000	3.0000	3.3810	4.0000
EG10360	39.0000	37.8095	36.2381	34.3182	33.0952	30.4091	29.5714	30.9091
EG10361	1.0000	1.0000	1.0000	0.5455	0.0000	0.0000	0.0000	0.0000
EG10362	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10363	1.0000	1.0000	1.3810	2.0000	2.0000	2.0000	2.0000	2.0000
EG10364	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10365	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10366	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10367	37.0000	36.9048	37.1429	36.9545	35.2857	35.6818	31.1905	28.6364
EG10368	4.0000	4.0000	2.5714	2.0000	2.0000	2.0000	2.0000	2.0000
EG10369	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10370	2.0000	1.6190	1.0000	1.0000	1.0000	1.0000	1.0000	0.0909
EG10371	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10372	9.0000	9.8571	8.3810	7.6818	5.3333	5.3182	6.0000	4.6818
EG10373	0.0000	0.0000	0.0000	0.0000	0.0000	0.2273	1.0000	1.0000
EG10374	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10375	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10376	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10377	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG10378	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG10379	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG10380	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG10381	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG10382	0.0000	0.0000	0.0000	0.0000	0.7143	1.0000	1.0000	1.0000
EG10383	2.0000	2.0000	2.0000	2.5909	3.2857	4.5909	4.0000	4.0000
EG10384	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10385	0.0000	0.0000	0.0000	0.0000	0.0000	0.3182	1.0000	1.0000
EG10386	4.0000	3.2857	2.3333	2.0000	2.0000	2.1818	3.0000	3.0000
EG10387	0.0000	0.0000	0.0000	0.0000	0.0000	0.3182	1.0000	1.0000
EG10388	4.0000	3.2857	2.3333	2.0000	2.0000	2.1818	3.0000	3.0000
EG10389	4.0000	3.2857	2.3333	2.0000	2.0000	2.1818	3.0000	3.0000
EG10390	1.0000	1.0000	1.0000	1.0000	0.1429	0.0000	0.0000	0.0000
EG10391	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10392	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10393	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10394	9.0000	9.0000	8.0000	8.8182	8.0000	9.3182	9.5238	7.5455
EG10395	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10396	3.0000	2.3333	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG10397	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10398	3.0000	2.3333	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG10399	0.0000	0.0000	0.0000	0.0000	0.0476	1.0000	1.0000	1.0000
EG10400	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10401	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10402	5.0000	4.0476	3.6190	3.3182	3.8571	3.8182	4.0000	4.4091
EG10403	0.0000	0.0000	0.0000	0.3636	0.5238	1.0000	1.0000	1.0000
EG10404	0.0000	0.0000	0.0000	0.3636	0.5238	1.0000	1.0000	1.0000
EG10405	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10406	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10407	0.0000	0.9048	0.6190	0.7273	2.0000	1.7727	1.0000	1.7727
EG10408	3.0000	3.0000	2.8571	2.0000	2.0000	2.0000	1.9048	1.6364
EG10409	2.0000	1.0952	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10410	2.0000	1.0952	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10411	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10412	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10413	0.0000	0.6190	1.0000	1.0000	1.0000	0.2727	0.0000	0.0000
EG10414	0.0000	0.0000	0.0000	0.2273	2.2381	3.0000	2.6190	2.5000
EG10415	1.0000	1.0000	1.0000	0.9545	0.0000	0.0000	0.0000	0.0000
EG10416	7.0000	6.2857	6.0000	6.0000	5.8571	4.7273	5.3333	6.0000
EG10417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10418	0.0000	0.5714	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10419	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10420	1.0000	1.0000	1.0000	0.1364	0.0000	0.0000	0.0000	0.0000
EG10421	1.0000	1.0000	1.0000	0.1364	0.0000	0.0000	0.0000	0.0000
EG10422	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10423	1.0000	1.0000	1.0000	1.0000	0.7143	0.0000	0.0000	0.0000
EG10424	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10425	0.0000	0.0000	1.2381	2.0000	2.0000	2.0000	2.0000	2.0000
EG10426	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10427	0.0000	0.0000	0.0000	0.0000	0.7143	1.0000	1.0000	0.1364
EG10428	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9091
EG10429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10430	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10431	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10432	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10433	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10434	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10435	1.0000	1.5238	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG10436	1.0000	1.5238	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG10437	1.0000	1.5238	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG10438	4.0000	4.5238	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
EG10439	2.0000	2.0000	2.2857	3.0000	3.0000	3.0000	3.0000	3.0000
EG10440	1.0000	1.0000	1.0000	1.0000	1.2381	2.0000	1.7143	3.0000
EG10441	2.0000	2.0000	2.0000	1.6818	1.0000	1.0000	1.0000	1.0000
EG10442	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10443	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10444	1.0000	1.0000	1.0000	1.0000	1.0000	0.6818	0.0000	0.0000
EG10445	1.0000	1.0000	1.0000	1.0000	1.0000	0.6818	0.0000	0.0000
EG10446	1.0000	1.0000	1.0000	1.0000	1.0000	0.6818	0.0000	0.0000
EG10447	1.0000	1.0000	1.0000	1.0000	1.0000	0.6818	0.0000	0.0000
EG10448	1.0000	1.0000	1.0000	1.0000	1.0000	0.6818	0.0000	0.0000
EG10449	1.0000	1.0000	1.0000	1.0000	1.0000	0.6818	0.0000	0.0000
EG10450	1.0000	1.0000	1.0000	1.0000	1.0000	0.6818	0.0000	0.0000
EG10451	1.0000	1.0000	1.0000	1.0000	1.0000	0.6818	0.0000	0.0000
EG10452	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10453	0.0000	0.8571	0.9048	0.0000	0.0000	0.3182	1.0000	1.0000
EG10454	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10455	0.0000	0.0000	0.0952	1.0909	2.0000	1.2273	1.0000	1.9091
EG10456	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10457	15.0000	14.8571	13.9524	12.9545	13.4762	15.0000	14.7143	16.6364
EG10458	0.0000	0.0000	0.0000	0.0000	0.0000	0.7727	1.0000	1.0000
EG10459	0.0000	0.0000	0.0000	0.0000	0.0000	0.7727	1.0000	1.0000
EG10460	0.0000	0.0000	0.0000	0.0000	0.0000	0.7727	1.0000	1.0000
EG10461	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10462	0.0000	0.0000	0.6667	0.5000	0.0000	0.0000	0.0000	0.0000
EG10463	1.0000	0.9048	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10464	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10465	1.0000	1.1429	1.6190	1.0000	0.2381	1.0000	1.4762	2.0000
EG10466	18.0000	18.9048	19.7143	19.5909	21.0952	20.4091	19.4762	18.2273
EG10467	9.0000	9.5714	10.0000	10.0000	11.0000	10.4545	10.2857	10.0000
EG10468	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10469	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10470	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10471	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10472	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10473	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10474	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10475	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10476	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10477	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10478	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10479	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10480	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10481	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10482	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10483	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10484	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10485	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10486	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10487	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10488	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10489	10.0000	10.0000	9.0476	9.0909	9.2857	9.9545	11.5714	10.5455
EG10490	0.0000	0.0000	0.0000	0.6364	1.0000	0.8636	0.0000	0.0000
EG10491	0.0000	0.7143	1.0000	1.0000	0.5238	0.0000	0.0000	0.0000
EG10492	0.0000	0.0000	0.3333	0.4091	0.0000	0.0000	0.0000	0.0000
EG10493	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4286	0.7273
EG10494	0.0000	0.0000	0.0000	0.2273	1.0000	1.0000	1.0000	1.0909
EG10495	15.0000	14.7619	11.8571	7.7273	6.3333	4.4545	1.6667	2.7727
EG10496	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4286	0.7273
EG10497	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4286	0.7273
EG10499	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.6667	0.0000
EG10500	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.6667	0.0000
EG10501	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10502	0.0000	0.0000	0.0000	0.2273	1.0000	1.0000	1.0000	1.0909
EG10503	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10504	7.0000	7.1905	8.0000	8.0000	8.3333	7.3182	7.0000	8.0909
EG10505	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG10506	12.0000	12.3333	12.7619	12.4545	12.4762	11.9545	11.7619	12.0000
EG10507	1.0000	0.3810	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10508	3.0000	3.0000	3.0000	3.0000	2.1429	2.0000	2.0000	1.0455
EG10509	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10510	4.0000	4.0000	4.0000	3.4091	3.0000	3.1364	4.7143	5.0000
EG10511	0.0000	0.9048	1.0000	1.0000	1.0000	0.7273	0.0000	0.0000
EG10512	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10513	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10514	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10515	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10516	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10517	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10518	1.0000	1.0000	1.0000	1.0000	1.0000	1.7273	2.0000	2.5909
EG10519	0.0000	0.0952	1.0000	1.5455	2.0000	2.0000	2.0000	2.0000
EG10520	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1905	1.0000
EG10521	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10522	2.0000	2.0000	1.7619	2.1818	2.0000	2.0000	2.0000	2.8182
EG10523	0.0000	0.0000	0.4286	1.0000	1.0000	1.0000	1.0000	1.0000
EG10524	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10525	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10526	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10527	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10528	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10529	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10530	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10531	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10532	2.0000	2.0000	1.0952	1.0000	0.3333	0.0000	0.0000	0.0000
EG10533	1.0000	1.0000	1.0000	0.9545	0.0000	0.0000	0.0000	0.0000
EG10534	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10535	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10536	0.0000	0.0000	0.6190	0.0000	0.0000	0.0000	0.0000	0.0000
EG10537	0.0000	0.0000	0.6190	0.0000	0.0000	0.0000	0.0000	0.0000
EG10538	0.0000	0.0000	0.6190	0.0000	0.0000	0.0000	0.0000	0.0000
EG10539	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.5455
EG10540	0.0000	0.0000	0.6190	0.0000	0.0000	0.0000	0.0000	0.0000
EG10541	0.0000	0.0000	0.6190	0.0000	0.0000	0.0000	0.0000	0.0000
EG10542	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10543	7.0000	7.0000	7.1429	7.6364	7.6190	6.1818	6.0000	6.1364
EG10544	109.0000	109.8571	110.3810	112.1818	109.1429	103.0000	105.0476	108.3182
EG10545	0.0000	0.0000	0.0952	1.0909	2.0000	1.2273	1.0000	1.9091
EG10546	0.0000	0.0000	0.0952	1.0909	2.0000	1.2273	1.0000	1.9091
EG10547	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10548	0.0000	0.0000	0.3333	0.4091	0.0000	0.0000	0.0000	0.0000
EG10549	2.0000	2.0000	2.0000	2.0000	1.2857	1.0000	1.0000	1.0000
EG10550	0.0000	0.8095	1.6667	2.0000	2.4286	2.8636	2.0000	2.1818
EG10551	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10552	4.0000	3.5238	2.0000	1.2727	1.0000	1.2727	1.0000	1.9091
EG10553	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10554	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10555	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10557	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10558	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10559	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10560	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10561	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10562	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10563	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10564	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10565	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10566	1.0000	1.0000	1.0000	1.0000	1.0000	0.8636	0.0000	0.0000
EG10567	3.0000	3.0000	3.0000	3.0000	3.0000	2.9545	2.0000	2.0000
EG10568	3.0000	3.0000	3.0000	3.0000	3.0000	2.9545	2.0000	2.0000
EG10569	3.0000	3.0000	3.0000	3.0000	3.0000	2.9545	2.0000	2.0000
EG10570	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10571	1.0000	1.0000	1.1429	1.6818	1.0000	1.0000	1.0000	1.0000
EG10572	0.0000	0.0000	0.1429	1.0000	1.0000	1.0000	1.0000	1.0000
EG10573	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10574	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10575	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10576	6.0000	6.0000	5.5238	5.0000	5.0000	5.0000	5.0000	4.1364
EG10577	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10578	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10579	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
EG10580	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10581	3.0000	3.9048	4.2381	4.5909	4.1905	2.5455	3.0000	2.5000
EG10582	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10583	0.0000	0.0000	0.0000	0.7273	1.0000	1.4545	2.0000	2.0000
EG10584	8.0000	8.0000	8.0000	8.0000	7.6190	7.0000	7.0000	8.0000
EG10585	1.0000	1.0000	1.0000	1.0000	1.0000	0.0909	0.2857	1.0000
EG10586	1.0000	1.0000	1.0000	1.0000	1.0000	1.8182	2.0000	2.0000
EG10587	1.0000	1.0000	1.0000	1.0000	1.0000	0.2727	0.0000	0.0000
EG10588	1.0000	1.0000	1.0000	0.3636	0.0000	0.0000	0.0000	0.0000
EG10589	9.0000	8.6667	8.0000	8.5909	7.1429	5.0909	3.8571	3.8182
EG10590	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10591	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10592	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10593	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10594	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10595	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
EG10596	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	1.0000	1.0000
EG10597	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	1.0000	1.0000
EG10598	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	1.0000	1.0000
EG10599	4.0000	4.1429	5.0000	4.8636	3.9524	3.0000	4.0000	4.2273
EG10600	4.0000	4.0000	4.0000	3.8636	3.0000	3.0000	3.0000	3.0000
EG10601	2.0000	2.0000	2.0000	2.0000	2.2381	3.0000	3.0000	3.0000
EG10602	1.0000	1.0952	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG10603	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2857	1.0000
EG10604	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10605	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10606	0.0000	0.0000	0.0000	0.8182	0.0000	0.0000	0.0000	0.0000
EG10607	0.0000	0.0000	0.0000	0.8182	0.0000	0.0000	0.0000	0.0000
EG10608	1.0000	1.0000	0.0476	0.0000	0.0000	0.0000	0.0000	1.0000
EG10609	1.0000	1.0000	0.0476	0.0000	0.0000	0.0000	0.0000	1.0000
EG10610	1.0000	1.0000	0.0476	0.0000	0.0000	0.0000	0.0000	1.0000
EG10611	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10612	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10613	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10614	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10615	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10616	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10617	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10618	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10619	1.0000	0.5714	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10620	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG10621	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
