$	0m	0m	1m	1m	1m	2m	2m	2m
G6993-MONOMER	2617.0000	2634.9524	2691.5238	2754.7273	2813.0000	2856.0909	2884.0000	2897.5909
G6994-MONOMER	48.0000	47.0000	46.0000	45.0000	45.0000	44.1364	43.1905	43.0000
G6995-MONOMER	241.0000	241.0000	241.0000	240.8182	240.0000	240.0000	240.0000	240.0000
G6996-MONOMER	14.0000	14.0000	14.0000	14.0000	13.4286	12.9091	12.0000	12.0000
G6997-MONOMER	82.0000	82.0000	82.0000	82.0000	82.0000	82.0000	82.0000	82.0000
G6998-MONOMER	46.0000	46.0000	46.0000	46.0000	46.0000	46.0000	46.0000	46.0000
G6999-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G7000-MONOMER	146.0000	146.0000	146.0000	146.0000	147.4762	149.6364	151.1905	151.5455
G7001-MONOMER	192.0000	192.0000	192.0000	191.6364	191.0000	191.0000	192.0952	194.9091
G7002-MONOMER	466.0000	470.4762	476.2381	479.9545	482.0000	485.2273	491.5714	495.9091
G7003-MONOMER	408.0000	408.0000	407.2381	407.0000	407.0000	407.0000	406.2857	406.0000
G7005-MONOMER	1284.0000	1286.0476	1288.8095	1292.5000	1295.9048	1298.2727	1302.9524	1313.7727
G7006-MONOMER	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000
G7007-MONOMER	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000
G7008-MONOMER	55.0000	55.0000	55.0000	55.0000	55.0000	55.0000	55.2381	58.6818
G7009-MONOMER	669.0000	669.0000	669.2381	672.5000	675.9048	680.2727	683.8095	689.1818
G7010-MONOMER	133.0000	133.0000	133.0000	133.0000	133.0000	133.0000	133.0000	133.0000
G7011-MONOMER	41.0000	41.0000	41.0000	41.0000	41.0000	41.0000	41.0000	41.0000
G7012-MONOMER	951.0000	951.0000	951.0000	951.0000	951.0000	951.0000	951.0000	951.0000
G7013-MONOMER	117.0000	117.0000	117.0000	116.0909	116.0000	116.0000	116.0000	116.0000
G7014-MONOMER	1644.0000	1643.3810	1642.6667	1641.3182	1640.7619	1639.0000	1639.0000	1639.0000
G7015-MONOMER	157.0000	157.0000	157.0000	157.0000	156.9524	156.0000	156.0000	156.0000
G7016-MONOMER	124.0000	124.0000	124.0000	124.0000	124.0000	124.0000	124.0000	124.0000
G7019-MONOMER	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000
G7020-MONOMER	170.0000	170.0000	170.0000	170.0000	170.0000	170.0000	170.0000	170.0000
G7021-MONOMER	127.0000	127.0000	127.0000	127.0000	127.0000	127.0000	127.0000	127.0000
G7022-MONOMER	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000
G7023-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
G7024-MONOMER	174.0000	174.0000	174.0000	174.0000	174.0000	174.0000	173.5238	173.0000
G7025-MONOMER	166.0000	166.0000	166.0000	166.0000	166.0000	166.0000	165.1429	165.0000
G7026-MONOMER	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000
G7027-MONOMER	243.0000	243.0000	243.0000	243.0000	243.0000	243.0000	243.0000	243.0000
G7028-MONOMER	206.0000	206.0000	206.0000	206.0000	209.4762	216.0455	221.0000	222.0000
G7031-MONOMER	54.0000	54.0000	54.0000	54.0000	54.0000	54.0000	54.0000	54.0000
G7033-MONOMER	96.0000	96.0000	96.0000	95.6818	95.0000	95.0000	95.0000	95.0000
G7035-MONOMER	512.0000	516.1429	519.8571	522.5000	525.3333	528.1818	531.5238	534.6364
G7036-MONOMER	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000
G7037-MONOMER	268.0000	268.0000	268.0000	268.0000	268.0000	268.0000	268.0000	268.0000
G7039-MONOMER	5545.0000	5557.2381	5571.0000	5590.1364	5618.2381	5650.1364	5688.1429	5724.8636
G7040-MONOMER	66.0000	66.0000	66.0000	66.0000	66.0000	66.0000	66.0000	66.0000
G7045-MONOMER	395.0000	395.0000	395.0000	395.0000	394.0476	394.0000	394.0000	394.0000
G7046-MONOMER	115.0000	116.9048	122.8095	129.1818	135.0476	142.8182	147.0476	151.6364
G7048-MONOMER	93.0000	93.0000	93.0000	93.0000	93.0000	93.0000	93.0000	93.0000
G7049-MONOMER	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000
G7050-MONOMER	140.0000	143.0000	150.2381	155.9091	160.1429	164.2273	168.7619	171.7727
G7051-MONOMER	130.0000	132.8571	138.2857	144.5909	145.0000	145.0000	144.6190	144.0000
G7055-MONOMER	95.0000	95.0000	95.0000	95.0000	95.0000	95.0000	95.0000	95.0000
G7056-MONOMER	43.0000	44.0952	45.0000	46.2727	49.6667	52.9091	55.9524	58.0000
G7057-MONOMER	58.0000	58.0000	58.0000	60.0000	64.5238	69.2727	73.3333	76.1364
G7058-MONOMER	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000
G7059-MONOMER	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000
G7060-MONOMER	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000
G7061-MONOMER	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000
G7062-MONOMER	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000
G7063-MONOMER	146.0000	149.5238	154.0000	157.1364	158.8571	162.9091	168.0476	171.8636
G7064-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	4.5238	4.0000
G7068-MONOMER	1239.0000	1241.2381	1243.0000	1243.2727	1252.0476	1257.7727	1264.1905	1276.3636
G7071-MONOMER	25.0000	24.5238	24.9524	25.7727	26.4762	27.6818	28.6667	29.3636
G7072-MONOMER	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000
G7073-MONOMER	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000
G7074-MONOMER	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000
G7080-MONOMER	208.0000	208.0000	208.0000	208.0000	208.0000	208.0000	208.0000	208.0000
G7081-MONOMER	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000
G7082-MONOMER	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000
G7083-MONOMER	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000
G7084-MONOMER	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000
G7085-MONOMER	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000
G7086-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
G7087-MONOMER	15864.0000	15889.3810	15939.5714	16008.0455	16083.4762	16153.7273	16219.1905	16285.2727
G7088-MONOMER	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G7089-MONOMER	467.0000	473.7619	487.0000	494.9545	505.1905	510.5455	513.6667	517.4091
G7090-MONOMER	1102.0000	1101.3810	1103.4286	1106.3636	1107.0000	1105.9545	1104.8095	1104.0000
G7093-MONOMER	1038.0000	1040.0952	1042.6667	1048.8182	1051.2857	1049.2727	1046.8571	1046.0000
G7094-MONOMER	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000
G7095-MONOMER	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000
G7096-MONOMER	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000
G7097-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
G7098-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
G7099-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
G7100-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G7101-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G7102-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G7103-MONOMER	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000
G7104-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
G7105-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
G7106-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G7107-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
G7108-MONOMER	59.0000	59.0000	59.0000	59.0000	59.0000	59.0000	59.0000	59.0000
G7109-MONOMER	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
G7110-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
G7111-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
G7112-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
G7117-MONOMER	337.0000	337.0000	336.7619	336.0000	336.0000	335.9545	333.8095	332.2727
G7118-MONOMER	366.0000	366.0000	366.0000	365.0455	365.0000	365.0000	365.0000	365.0000
G7119-MONOMER	147.0000	146.2381	146.0000	146.0000	146.0000	146.0000	146.0000	146.0000
G7122-MONOMER	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000
G7123-MONOMER	67.0000	66.7619	66.0000	66.0000	66.0000	66.0000	66.0000	66.0000
G7126-MONOMER	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000
G7128-MONOMER	6754.0000	6768.5714	6789.4286	6810.5000	6839.1905	6859.8182	6875.2381	6897.2727
G7131-MONOMER	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000
G7132-MONOMER	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000
G7133-MONOMER	8.0000	7.3810	7.4286	7.3182	7.3333	7.4091	7.1905	7.4545
G7134-MONOMER	70.0000	70.0000	70.0000	70.0000	70.0000	70.0000	70.0000	70.0000
G7137-MONOMER	104.0000	104.0000	104.0000	104.0000	104.0000	103.2273	103.0000	103.0000
G7138-MONOMER	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000
G7139-MONOMER	361.0000	361.0000	361.0000	361.0000	361.0000	360.8182	360.0000	360.0000
G7144-MONOMER	81.0000	81.0000	81.0000	81.0000	80.9048	80.0000	80.0000	80.0000
G7145-MONOMER	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000
G7146-MONOMER	99.0000	99.0000	99.0000	99.0000	99.0000	99.0000	98.6190	98.0000
G7147-MONOMER	1228.0000	1228.5714	1232.3333	1235.0000	1239.0000	1244.3182	1248.8095	1254.5455
G7148-MONOMER	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000
G7152-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
G7153-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G7156-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G7158-MONOMER	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000
G7160-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
G7161-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
G7162-MONOMER	158.0000	158.2381	159.7143	160.7727	162.9048	163.0000	163.0000	163.0000
G7163-MONOMER	72.0000	72.0000	72.0000	72.0000	72.0000	72.0000	72.0000	72.0000
G7164-MONOMER	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000
G7165-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G7166-MONOMER	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000
G7167-MONOMER	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000
G7168-MONOMER	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000
G7169-MONOMER	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000
G7170-MONOMER	35.0000	35.0000	35.0000	35.0000	35.0000	35.0000	35.0000	35.0000
G7171-MONOMER	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000
G7172-MONOMER	235.0000	235.0000	235.0000	235.0000	233.9524	233.0000	233.0000	233.0000
G7173-MONOMER	2006.0000	2005.6190	2000.4286	1993.5000	1990.3810	1989.5000	1985.3810	1983.0000
G7174-MONOMER	201.0000	202.9048	207.2381	211.6818	216.0476	224.4091	230.5238	230.4545
G7175-MONOMER	145.0000	145.0000	145.0000	145.0000	145.0000	145.0000	145.0000	145.0000
G7176-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
G7177-MONOMER	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000
G7178-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
G7179-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G7180-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
G7181-MONOMER	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000
G7182-MONOMER	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000
G7184-MONOMER	432.0000	432.0000	432.0000	432.0000	432.0000	432.0000	432.0000	432.0000
G7185-MONOMER	152.0000	152.0000	152.0000	152.0000	152.0000	152.0000	152.0000	152.0000
G7186-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G7187-MONOMER	345.0000	345.0000	345.0000	345.0000	345.0000	345.0000	346.6190	348.0000
G7188-MONOMER	1596.0000	1596.0000	1596.0000	1596.0000	1596.0000	1599.4545	1605.8095	1614.5909
G7189-MONOMER	315.0000	315.0000	315.0000	315.0000	315.0000	315.0000	315.0000	314.0000
G7190-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G7191-MONOMER	698.0000	698.0000	697.2381	697.0000	696.7619	694.0000	692.0000	692.0000
G7192-MONOMER	391.0000	391.0000	393.2381	397.4545	404.1905	408.3636	411.0476	415.5000
G7193-MONOMER	130.0000	130.0000	130.0000	130.0000	130.0000	130.0000	130.0000	130.0000
G7194-MONOMER	49.0000	49.0000	49.0000	49.0000	49.0000	49.0000	49.0000	49.0000
G7196-MONOMER	77.0000	77.0000	77.0000	77.0000	77.0000	77.0000	77.0000	77.0000
G7197-MONOMER	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000
G7199-MONOMER	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000
G7200-MONOMER	828.0000	828.0000	828.0000	828.0000	828.0000	828.0000	828.0000	828.0000
G7201-MONOMER	160.0000	160.0000	160.0000	160.0000	160.0000	160.0000	160.0000	160.0000
G7202-MONOMER	226.0000	225.3810	225.0000	225.0000	226.0952	231.4091	234.0000	234.0000
G7203-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
G7204-MONOMER	42.0000	42.0000	42.0000	42.0000	42.0000	42.0000	42.0000	42.0000
G7205-MONOMER	38.0000	38.0000	38.0000	38.0000	38.0000	38.0000	38.0000	38.0000
G7206-MONOMER	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000
G7207-MONOMER	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000
G7210-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
G7211-MONOMER	544.0000	543.4762	543.0000	543.0000	543.4762	548.5000	551.2381	554.1364
G7212-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
G7213-MONOMER	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000
G7214-MONOMER	279.0000	284.9524	297.1905	300.0000	300.0000	300.0000	300.0000	300.0000
G7215-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G7216-MONOMER	373.0000	373.0000	373.0000	373.0000	373.0000	373.0000	373.0000	373.0000
G7217-MONOMER	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000
G7218-MONOMER	67.0000	67.0000	67.0000	67.0000	67.0000	67.0000	67.0000	67.0000
G7219-MONOMER	143.0000	143.0000	143.0000	143.0000	143.0000	143.0000	143.0000	143.0000
G7220-MONOMER	301.0000	301.0000	301.0000	300.5000	300.0000	299.3182	299.0000	299.0000
G7221-MONOMER	212.0000	212.0000	212.0000	212.0000	212.0000	212.0000	212.0000	211.5455
G7223-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
G7225-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G7226-MONOMER	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G7227-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G7228-MONOMER	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000
G7229-MONOMER	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000
G7230-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
G7231-MONOMER	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000
G7232-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
G7233-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
G7234-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
G7236-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
G7237-MONOMER	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G7238-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
G7239-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
G7240-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
G7242-MONOMER	280.0000	283.3333	290.6667	299.2727	305.2857	311.9545	321.1429	328.7727
G7243-MONOMER	30.0000	30.0000	30.0000	30.0000	30.0000	30.0000	30.0000	30.0000
G7244-MONOMER	0.0000	0.0000	0.0952	0.0455	0.0000	0.0455	0.0000	0.0000
G7245-MONOMER	79.0000	79.0000	79.0000	79.0000	79.0000	79.0000	79.0000	79.0000
G7246-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G7247-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G7248-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
G7250-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
G7251-MONOMER	59.0000	59.0000	59.0000	59.0000	59.0000	59.0000	59.0000	59.0000
G7252-MONOMER	472.0000	479.0000	491.1905	500.7273	508.1905	517.8636	532.9048	537.4545
G7255-MONOMER	139.0000	140.0952	147.1429	150.7273	157.0000	168.8636	178.0000	186.4545
G7256-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
G7257-MONOMER	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000
G7258-MONOMER	208.0000	208.0000	208.0000	208.0000	208.0000	208.0000	208.0000	208.0000
G7260-MONOMER	78.0000	78.0000	78.0000	78.0000	78.0000	78.0000	78.0000	78.0000
G7261-MONOMER	82.0000	82.0000	82.0000	82.0000	82.0000	82.0000	82.0000	82.0000
G7262-MONOMER	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000
G7263-MONOMER	54.0000	54.0000	54.0000	54.0000	54.0000	54.0000	54.0000	54.0000
G7265-MONOMER	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000
G7266-MONOMER	556.0000	556.0000	556.0000	556.0000	556.0000	556.0000	556.0000	556.0000
G7267-MONOMER	142.0000	142.0000	142.0000	142.0000	142.0000	142.0000	142.0000	142.0000
G7268-MONOMER	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000
G7269-MONOMER	69.0000	69.0000	69.0000	69.0000	69.0000	69.0000	69.0000	69.0000
G7270-MONOMER	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000
G7271-MONOMER	141.0000	141.0000	141.0000	141.0000	141.0000	141.0000	141.0000	141.0000
G7272-MONOMER	40.0000	39.8571	39.0000	39.0000	39.0000	39.0000	39.0000	39.0000
G7273-MONOMER	97.0000	97.0000	97.0000	97.0000	97.0000	97.0000	97.0000	97.0000
G7274-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
G7275-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G7276-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
G7277-MONOMER	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000
G7278-MONOMER	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000
G7279-MONOMER	48.0000	48.0000	48.0000	48.0000	48.0000	48.0000	48.0000	48.0000
G7280-MONOMER	302.0000	302.0000	302.0000	301.4545	301.0000	301.0000	301.0000	300.5909
G7281-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
G7282-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
G7283-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
G7284-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
G7285-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
G7286-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G7287-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G7288-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
G7289-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
G7290-MONOMER	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000
G7291-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G7292-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G7295-MONOMER	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000
G7296-MONOMER	83.0000	83.0000	83.0000	83.0000	83.0000	83.0000	83.0000	83.0000
G7297-MONOMER	31.0000	31.0000	31.0000	31.9545	32.0000	33.0000	33.0000	33.0000
G7298-MONOMER	122.0000	122.9524	128.0476	134.0455	137.9048	144.0455	149.9524	153.0909
G7307-MONOMER	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000
G7308-MONOMER	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000
G7310-MONOMER	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000
G7311-MONOMER	118.0000	118.0000	118.0000	117.7273	117.0000	117.0000	117.0000	117.0000
G7312-MONOMER	3882.0000	3878.5714	3879.6667	3886.2727	3895.1429	3905.0455	3907.6667	3916.8636
G7313-MONOMER	64.0000	64.0000	64.9524	65.0000	65.5238	66.0000	66.0000	66.1818
G7314-MONOMER	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000
G7315-MONOMER	1623.0000	1622.5714	1621.2381	1618.7273	1617.9048	1616.3182	1614.7619	1614.0000
G7316-MONOMER	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000
G7317-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
G7318-MONOMER	173.0000	175.5714	176.0000	175.5909	175.0000	175.0000	175.0000	175.0000
G7319-MONOMER	559.0000	559.7619	565.6190	568.3182	569.6667	574.2727	577.8571	581.7273
G7320-MONOMER	378.0000	378.4762	382.0476	383.2273	386.2381	387.0000	388.1429	392.9545
G7321-MONOMER	421.0000	424.0952	428.4762	428.2727	428.0000	428.0000	427.1905	427.0000
G7322-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
G7323-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
G7324-MONOMER	691.0000	686.3810	679.7619	677.2727	673.3333	667.2273	658.3810	656.4091
G7325-MONOMER	1345.0000	1345.4286	1353.2857	1364.5455	1370.6190	1372.0000	1374.8095	1384.6364
G7326-MONOMER	1841.0000	1840.4286	1843.9048	1847.8636	1852.6667	1858.4545	1866.5238	1870.3636
G7327-MONOMER	599.0000	599.8095	600.0000	600.0000	600.0000	600.0000	600.0000	600.0000
G7328-MONOMER	11.0000	11.0952	15.3810	18.7727	25.0000	31.0455	37.8571	44.5909
G7329-MONOMER	66.0000	66.0000	66.0000	66.0000	66.0000	66.0000	66.0000	66.0000
G7331-MONOMER	93.0000	93.0000	93.0000	93.0000	93.0000	93.0000	93.0000	93.0000
G7337-MONOMER	73.0000	73.0000	73.0000	73.0000	73.0000	73.0000	73.0000	73.0000
G7338-MONOMER	30.0000	30.0000	30.0000	30.0000	30.0000	30.0000	30.0000	30.0000
G7342-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
G7343-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
G7344-MONOMER	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000
G7345-MONOMER	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000
G7346-MONOMER	148.0000	148.0000	148.0000	148.0000	148.0000	148.0000	148.0000	148.0000
G7347-MONOMER	107.0000	107.0000	107.0000	106.0455	106.0000	106.0000	106.0000	106.0000
G7348-MONOMER	132.0000	132.0000	132.0000	132.0000	132.0000	132.0000	132.0000	132.0000
G7349-MONOMER	83.0000	83.0000	83.0000	83.0000	83.0000	83.0000	83.0000	83.0000
G7350-MONOMER	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000
G7352-MONOMER	3204.0000	3213.6667	3241.5238	3269.3182	3291.0476	3306.3182	3321.7619	3339.1818
G7354-MONOMER	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
G7355-MONOMER	159.0000	159.0000	159.0000	159.0000	159.0000	159.0000	159.4286	160.0000
G7356-MONOMER	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000
