$	0m	0m	1m	1m	1m	2m	2m	2m
G6638-MONOMER	582.0000	582.0000	582.0000	587.4545	594.7619	600.4091	611.3810	617.7273
G6639-MONOMER	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000
G6640-MONOMER	24.0000	24.8571	25.7143	28.2727	29.0000	29.8636	30.0000	30.0000
G6641-MONOMER	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000
G6642-MONOMER	266.0000	266.0000	266.0000	266.0000	266.0000	266.0000	266.0000	269.5455
G6644-MONOMER	109.0000	109.0000	109.0000	109.0000	109.0000	109.0000	109.0000	109.0000
G6645-MONOMER	108.0000	110.0000	112.9048	117.7273	121.3810	130.3636	136.1429	141.4091
G6646-MONOMER	115.0000	117.0476	121.2857	123.4091	128.5238	134.6364	143.5714	147.0909
G6647-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G6651-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
G6652-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G6653-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G6654-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
G6655-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
G6657-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
G6658-MONOMER	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000
G6659-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
G6660-MONOMER	22960.0000	23053.6190	23244.4286	23414.8182	23573.3333	23741.4545	23923.8095	24106.5455
G6661-MONOMER	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000
G6662-MONOMER	91.0000	91.0000	91.0000	91.0000	91.0000	91.0000	91.0000	91.0000
G6663-MONOMER	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000
G6664-MONOMER	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000
G6665-MONOMER	84.0000	84.0000	84.0000	84.0000	84.0000	84.0000	84.0000	84.0000
G6668-MONOMER	2699.0000	2697.4762	2696.8571	2695.2273	2694.0476	2694.0000	2694.0000	2693.4091
G6669-MONOMER	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000
G6670-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
G6671-MONOMER	51.0000	51.0000	51.0000	51.0000	51.0000	51.0000	51.0000	51.0000
G6672-MONOMER	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000
G6673-MONOMER	126.0000	126.0000	126.0000	126.0000	126.0000	126.0000	126.0000	126.0000
G6674-MONOMER	80.0000	79.0952	79.0000	79.0000	79.0000	79.0000	79.0000	79.0000
G6675-MONOMER	407.0000	412.3333	425.0476	429.0000	429.0000	429.0000	429.0000	429.0000
G6676-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
G6677-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
G6679-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
G6680-MONOMER	247.0000	247.0000	247.0000	247.0000	247.0000	247.0000	247.0000	247.0000
G6681-MONOMER	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000
G6682-MONOMER	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000
G6683-MONOMER	10.0000	10.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
G6684-MONOMER	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
G6685-MONOMER	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000
G6688-MONOMER	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000
G6689-MONOMER	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000
G6691-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
G6693-MONOMER	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000
G6695-MONOMER	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000
G6696-MONOMER	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000
G6697-MONOMER	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000
G6698-MONOMER	39.0000	39.0000	39.0000	39.0000	39.0000	39.0000	39.0000	38.1364
G6699-MONOMER	310.0000	310.0000	310.0000	310.0000	310.0000	310.0000	309.8095	309.0000
G6700-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
G6701-MONOMER	143.0000	143.0000	143.0000	143.0000	143.0000	143.0000	143.0000	143.0000
G6702-MONOMER	338.0000	338.2381	345.2381	349.4091	354.0952	359.4091	364.6190	370.2273
G6703-MONOMER	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000
G6704-MONOMER	70.0000	70.0000	70.0000	70.0000	70.0000	70.0000	70.0000	69.0455
G6705-MONOMER	74.0000	74.0000	74.0000	74.0000	74.0000	74.0000	74.0000	74.0000
G6706-MONOMER	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000
G6708-MONOMER	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6709-MONOMER	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000
G6710-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
G6711-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
G6712-MONOMER	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000
G6713-MONOMER	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
G6714-MONOMER	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000
G6715-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
G6716-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
G6717-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
G6718-MONOMER	38.0000	38.0000	38.0000	38.0000	38.0000	38.0000	38.0000	38.0000
G6719-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
G6720-MONOMER	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000	59.5238	62.7273
G6721-MONOMER	69.0000	69.0000	69.0000	69.0000	69.0000	69.0000	69.0000	72.4545
G6725-MONOMER	90.0000	90.0000	90.0000	90.0000	90.0000	90.0000	90.0000	90.0000
G6727-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G6728-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G6729-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G6730-MONOMER	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6731-MONOMER	675.0000	675.0000	675.0000	675.0000	675.0000	675.0000	675.0000	675.0000
G6732-MONOMER	116.0000	117.3333	120.9048	125.0909	129.7143	130.5455	134.7619	140.5909
G6736-MONOMER	291.0000	291.0000	291.0000	290.2727	290.0000	290.0000	290.0000	290.0000
G6737-MONOMER	472.0000	478.2381	491.0000	504.3636	506.0000	505.4545	505.0000	505.0000
G6738-MONOMER	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000
G6741-MONOMER	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000
G6742-MONOMER	304.0000	304.0000	304.0000	304.0000	304.0000	304.0000	304.0000	304.0000
G6743-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
G6745-MONOMER	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000
G6746-MONOMER	136.0000	136.0000	135.2857	134.4545	134.0000	133.0909	133.0000	133.0000
G6747-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
G6749-MONOMER	84.0000	84.6190	91.8095	98.5455	102.2857	108.5455	111.2381	113.7273
G6750-MONOMER	76.0000	76.0000	76.0000	76.0000	76.0000	76.0000	76.0000	76.0000
G6755-MONOMER	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000
G6756-MONOMER	116.0000	116.0000	116.0000	116.0000	116.0000	116.0000	116.0000	115.6364
G6757-MONOMER	1900.0000	1898.2857	1897.0000	1896.5455	1896.0000	1895.9091	1896.0476	1909.9545
G6758-MONOMER	222.0000	222.0000	222.0000	222.0000	222.0000	222.0000	222.0000	222.0000
G6759-MONOMER	249.0000	249.0000	249.0000	249.0000	249.0000	249.0000	249.0000	249.0000
G6760-MONOMER	37.0000	37.4762	40.0952	43.0000	48.0952	50.5909	55.7143	60.0455
G6761-MONOMER	51.0000	51.0000	51.0000	51.0000	51.0000	51.0000	51.0000	51.0000
G6762-MONOMER	98.0000	98.0000	98.0000	98.0000	98.0000	98.0000	98.0000	98.0000
G6763-MONOMER	13871.0000	13893.4762	13953.7619	14021.6364	14101.3810	14162.0455	14246.0952	14333.7273
G6765-MONOMER	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000
G6766-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
G6769-MONOMER	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
G6770-MONOMER	41.0000	41.0000	41.0000	41.0000	41.0000	41.0000	41.0000	41.0000
G6772-MONOMER	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6773-MONOMER	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6774-MONOMER	164.0000	164.0000	163.0476	163.0000	163.0000	163.0000	163.0000	163.0000
G6776-MONOMER	82.0000	82.0000	82.0000	82.0000	82.0000	82.0000	82.0000	82.0000
G6782-MONOMER	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
G6783-MONOMER	86.0000	86.0000	86.0000	86.0000	86.0000	86.0000	86.0000	86.0000
G6784-MONOMER	92.0000	92.0000	92.0000	92.0000	92.0000	92.0000	92.0000	92.0000
G6785-MONOMER	104.0000	105.4762	108.0952	114.0909	118.7143	122.4545	130.1429	135.0909
G6787-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
G6788-MONOMER	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000
G6789-MONOMER	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6791-MONOMER	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6792-MONOMER	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6793-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G6794-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
G6795-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
G6798-MONOMER	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000
G6799-MONOMER	41.0000	41.0000	41.0000	41.0000	41.0000	41.0000	41.0000	41.0000
G6804-MONOMER	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000
G6805-MONOMER	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000
G6806-MONOMER	81.0000	81.0000	81.0000	81.0000	81.0000	81.0000	81.0000	81.0000
G6807-MONOMER	61.0000	61.0000	61.0000	61.0000	61.0000	61.0000	61.0000	61.0000
G6808-MONOMER	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6809-MONOMER	50.0000	50.0000	50.0000	50.0000	50.0000	50.0000	50.0000	50.0000
G6810-MONOMER	78.0000	78.0000	78.0000	78.0000	78.0000	78.0000	78.0000	78.0000
G6811-MONOMER	62.0000	62.0000	62.0000	62.0000	62.0000	62.0000	62.0000	62.0000
G6812-MONOMER	1.0000	0.3810	0.3333	0.2273	0.2857	0.1364	0.4286	0.1818
G6813-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
G6814-MONOMER	230.0000	230.0000	230.0000	230.0000	230.0000	230.0000	230.0000	230.0000
G6815-MONOMER	93.0000	94.7143	96.9048	99.3182	103.4762	107.4545	110.0000	114.4545
G6816-MONOMER	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000
G6818-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
G6819-MONOMER	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000
G6820-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
G6821-MONOMER	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000
G6822-MONOMER	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6823-MONOMER	8581.0000	8614.6190	8675.1429	8746.0455	8815.0476	8881.6364	8949.7619	9033.9091
G6824-MONOMER	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6825-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
G6826-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
G6827-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
G6828-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
G6829-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
G6830-MONOMER	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000
G6831-MONOMER	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000
G6832-MONOMER	92.0000	92.0000	92.0000	92.0000	92.0000	92.0000	91.2381	91.0000
G6833-MONOMER	2751.0000	2754.7143	2754.6667	2758.0909	2761.3810	2767.9091	2773.0952	2779.0909
G6834-MONOMER	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000
G6835-MONOMER	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000
G6838-MONOMER	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000
G6839-MONOMER	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000
G6840-MONOMER	48.0000	48.0000	48.0000	48.0000	48.0000	48.0000	48.0000	47.3636
G6841-MONOMER	1615.0000	1614.0000	1613.0000	1612.4545	1612.3810	1634.5455	1655.4762	1662.3636
G6843-MONOMER	110.0000	110.0000	110.0000	110.0000	110.0000	110.0000	110.0000	110.0000
G6844-MONOMER	209.0000	212.0000	218.8095	222.6364	228.2381	237.5909	242.6667	248.5000
G6845-MONOMER	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000
G6846-MONOMER	53.0000	53.0000	53.0000	53.0000	53.0000	53.0000	53.0000	53.0000
G6847-MONOMER	46.0000	46.0000	46.0000	46.0000	46.0000	46.0000	46.0000	46.0000
G6848-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
G6849-MONOMER	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000
G6851-MONOMER	39.0000	39.0000	39.0000	39.0000	39.0000	39.0000	39.0000	39.0000
G6853-MONOMER	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000
G6855-MONOMER	59.0000	59.0000	59.0000	59.0000	59.0000	59.0000	59.0000	59.0000
G6856-MONOMER	67.0000	67.0000	67.0000	67.0000	67.0000	67.0000	67.0000	67.0000
G6859-MONOMER	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000
G6860-MONOMER	944.0000	948.7619	960.1429	969.5909	984.5238	992.9091	1005.4762	1020.4091
G6862-MONOMER	44.0000	44.0000	44.0000	44.0000	44.0000	44.0000	47.3333	48.0000
G6863-MONOMER	118.0000	118.0000	118.0000	118.0000	118.0000	118.0000	118.0000	118.0000
G6865-MONOMER	671.0000	671.0000	671.0000	671.0000	671.0000	671.0000	671.0000	671.0000
G6866-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G6867-MONOMER	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000
G6868-MONOMER	252.0000	254.6190	258.5714	260.7727	263.8095	265.8182	266.8571	268.0000
G6869-MONOMER	78.0000	78.0000	78.0000	78.0000	78.0000	78.0000	78.0000	78.0000
G6870-MONOMER	78.0000	79.6667	82.0000	82.0000	82.0000	82.0000	82.0000	82.0000
G6871-MONOMER	70.0000	71.0000	72.3810	74.7727	77.0476	78.0000	78.0000	78.0000
G6872-MONOMER	76.0000	76.5714	79.0952	80.0000	81.0000	82.0000	82.0000	82.0000
G6873-MONOMER	67.0000	68.6667	70.0000	70.7273	71.6667	72.0000	72.0000	72.0000
G6874-MONOMER	61.0000	61.0476	63.0000	65.3636	66.4762	67.0000	67.0000	67.0000
G6875-MONOMER	70.0000	71.6190	74.1429	76.4545	80.5238	83.0000	83.0000	83.0000
G6876-MONOMER	99.0000	99.0000	100.8095	102.8636	105.4286	107.0000	107.0000	107.0000
G6880-MONOMER	81.0000	81.0000	81.0000	81.0000	81.0000	81.0000	81.0000	81.0000
G6881-MONOMER	6195.0000	6223.4286	6280.0952	6331.5000	6397.3810	6447.1364	6468.3333	6476.4545
G6882-MONOMER	85.0000	86.3810	90.8571	96.0455	101.0952	103.7273	107.7619	114.1364
G6883-MONOMER	61.0000	62.4286	66.2381	68.5455	73.8095	77.8182	84.4286	89.3182
G6884-MONOMER	40.0000	41.0000	45.1905	48.1364	51.3333	56.6818	60.7619	64.7273
G6885-MONOMER	18.0000	18.1429	19.2857	21.8636	22.0000	23.5909	25.8571	28.7727
G6886-MONOMER	102.0000	103.2381	105.9048	108.0909	109.8095	112.8636	122.3810	130.1818
G6887-MONOMER	370.0000	370.0000	370.0000	370.0000	370.0000	370.0000	370.0000	370.0000
G6888-MONOMER	156.0000	156.0000	156.0000	156.0000	156.0000	156.0000	156.0000	156.0000
G6889-MONOMER	41.0000	41.0000	41.0000	41.0000	41.0000	41.0000	41.0000	41.0000
G6890-MONOMER	173.0000	173.0000	173.0000	173.0000	173.0000	172.4545	172.0000	172.0000
G6892-MONOMER	228.0000	228.0000	228.0000	227.4545	227.0000	227.3182	231.2857	236.1364
G6894-MONOMER	86.0000	86.0000	86.0000	85.5000	83.1429	82.3636	82.0000	81.4545
G6895-MONOMER	4829.0000	4853.9524	4898.3333	4940.4545	4994.5714	5048.2273	5111.6667	5174.3636
G6896-MONOMER	53.0000	53.0000	53.0000	53.0000	53.0000	53.0000	53.0000	53.0000
G6897-MONOMER	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000
G6898-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
G6899-MONOMER	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000
G6900-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
G6901-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G6902-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
G6903-MONOMER	507.0000	512.3810	520.1429	529.3636	537.4762	548.0000	558.7619	566.0000
G6904-MONOMER	216.0000	217.9048	221.2857	230.1818	234.9524	238.7273	242.8571	246.6364
G6905-MONOMER	1074.0000	1074.0000	1074.0000	1074.0000	1074.0000	1074.0000	1074.0000	1074.0000
G6906-MONOMER	661.0000	661.0000	661.0000	661.0000	661.0000	661.0000	661.0000	661.0000
G6907-MONOMER	449.0000	449.0000	449.0000	449.0000	449.0000	449.0000	449.0000	449.0000
G6908-MONOMER	1157.0000	1157.0000	1157.0000	1157.0000	1157.0000	1157.0000	1157.0000	1157.0000
G6909-MONOMER	612.0000	612.0000	612.0000	612.0000	612.0000	612.0000	612.0000	612.0000
G6911-MONOMER	857.0000	857.0000	857.0000	857.0000	857.0000	856.1818	856.0000	856.0000
G6912-MONOMER	827.0000	827.0000	827.0000	827.0000	827.0000	827.0000	827.0000	827.0000
G6913-MONOMER	1131.0000	1131.0000	1131.0000	1131.0000	1131.0000	1131.0000	1131.0000	1131.0000
G6914-MONOMER	113.0000	113.0000	113.0000	113.0000	113.0000	113.0000	113.0000	113.0000
G6915-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
G6918-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
G6919-MONOMER	30.0000	30.0000	30.0000	30.0000	30.0000	30.0000	30.0000	30.0000
G6920-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G6921-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
G6922-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G6923-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
G6924-MONOMER	115.0000	115.0000	115.0000	115.7727	116.0000	116.0000	117.6667	119.4545
G6925-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
G6928-MONOMER	363.0000	363.0000	362.1429	362.0000	362.0000	362.0000	361.3333	361.0000
G6929-MONOMER	337.0000	339.8571	345.1905	352.1364	361.9524	371.4091	382.3810	386.8636
G6930-MONOMER	137.0000	137.0000	137.0000	137.0000	137.0000	137.0000	137.0000	137.0000
G6931-MONOMER	125.0000	125.0000	125.0000	125.0000	125.0000	125.0000	125.0000	125.0000
G6932-MONOMER	697.0000	696.0476	695.3810	699.5455	709.5714	721.2273	732.0476	743.0000
G6933-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
G6934-MONOMER	1135.0000	1140.2381	1148.5714	1155.5909	1164.8095	1173.0455	1179.8571	1182.5000
G6935-MONOMER	52.0000	52.0000	52.0000	51.5000	51.0000	51.0000	51.0000	51.0000
G6936-MONOMER	54.0000	54.0000	54.0000	54.0000	54.0000	54.0000	54.0000	53.5909
G6937-MONOMER	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000
G6938-MONOMER	275.0000	276.5714	280.2381	281.5000	285.3810	291.7727	298.5714	310.0000
G6939-MONOMER	64.0000	64.0000	64.0000	64.0000	64.0000	64.0000	64.0000	64.0000
G6945-MONOMER	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000
G6946-MONOMER	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
G6947-MONOMER	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000
G6948-MONOMER	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000
G6949-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
G6952-MONOMER	78.0000	78.0000	78.0000	78.0000	77.8571	77.0000	77.0000	77.0000
G6953-MONOMER	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000
G6954-MONOMER	438.0000	439.7619	445.5714	449.4091	453.2381	455.7727	457.9048	463.3182
G6955-MONOMER	363.0000	363.0000	363.0000	363.0000	363.0000	363.0000	363.0000	363.0000
G6956-MONOMER	84.0000	84.0000	84.0000	84.0000	84.0000	84.0000	84.0000	84.0000
G6957-MONOMER	62.0000	62.0000	62.0000	62.0000	62.0000	62.0000	62.0000	62.0000
G6958-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
G6959-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
G6960-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G6961-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
G6963-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G6964-MONOMER	744.0000	744.8571	750.7143	757.7727	765.4286	771.8182	779.6190	788.5909
G6966-MONOMER	752.0000	751.5238	750.6190	750.0000	749.8095	749.0000	749.0000	748.7273
G6967-MONOMER	62.0000	62.0000	62.0000	62.0000	62.0000	62.0000	62.0000	62.0000
G6968-MONOMER	2420.0000	2418.1429	2417.0000	2414.0455	2409.7143	2403.2727	2398.2381	2387.4545
G6969-MONOMER	133.0000	133.0000	132.4762	132.0000	132.0000	132.0000	132.0000	132.0000
G6970-MONOMER	89.0000	89.0000	88.9524	88.0000	88.0000	88.0000	88.0000	88.0000
G6971-MONOMER	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6972-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
G6973-MONOMER	639.0000	639.0000	638.2857	638.0000	637.0476	636.5909	635.6190	635.0000
G6974-MONOMER	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6975-MONOMER	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000
G6976-MONOMER	49.0000	49.0000	49.0000	49.0000	49.0000	49.0000	49.0000	49.0000
G6978-MONOMER	209.0000	209.0000	209.0000	209.0000	209.0000	209.0000	209.0000	209.0000
G6979-MONOMER	248.0000	248.0000	246.9048	246.0000	246.0000	245.2273	245.0000	245.0000
G6980-MONOMER	226.0000	226.0000	226.0000	226.0000	226.0000	226.0000	225.9524	224.9545
G6981-MONOMER	1093.0000	1093.8571	1104.0000	1117.5455	1137.6667	1155.5455	1168.9524	1196.0909
G6982-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
G6983-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
G6984-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
G6985-MONOMER	83.0000	83.0000	83.0000	83.0000	83.0000	83.0000	83.0000	83.0000
G6986-MONOMER	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000
G6988-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G6989-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
G6990-MONOMER	107.0000	108.0000	111.2857	113.3636	115.2857	118.1364	121.7143	124.0000
G6991-MONOMER	209.0000	212.0952	216.0952	219.6364	225.0476	233.5000	242.9048	245.7727
G6992-MONOMER	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000
